"","imputed_IND","imputed_OCC"
"4291","842","444"
"4292","780","457"
"4293","11","473"
"4294","11","473"
"4295","930","79"
"4296","352","633"
"4297","831","95"
"4298","360","783"
"4299","360","783"
"4300","10","479"
"4301","812","84"
"4302","832","207"
"4303","712","254"
"4304","832","207"
"4305","832","207"
"4306","832","449"
"4307","832","447"
"4308","832","95"
"4309","162","883"
"4310","762","449"
"4311","11","473"
"4312","60","804"
"4313","901","5"
"4314","612","243"
"4315","831","19"
"4316","860","313"
"4317","212","785"
"4318","140","749"
"4319","151","744"
"4320","342","217"
"4321","660","535"
"4322","160","259"
"4323","632","243"
"4324","280","873"
"4325","142","389"
"4326","641","436"
"4327","601","567"
"4328","712","254"
"4329","682","274"
"4330","412","355"
"4331","342","363"
"4332","631","243"
"4333","122","777"
"4334","871","319"
"4335","711","19"
"4336","842","156"
"4337","410","804"
"4338","172","384"
"4339","360","653"
"4340","352","637"
"4341","390","785"
"4342","711","253"
"4343","850","453"
"4344","60","783"
"4345","192","313"
"4346","711","313"
"4347","711","315"
"4348","681","185"
"4349","641","435"
"4350","342","683"
"4351","742","507"
"4352","591","264"
"4353","342","683"
"4354","151","744"
"4355","812","446"
"4356","410","883"
"4357","410","804"
"4358","831","203"
"4359","371","379"
"4360","831","19"
"4361","831","313"
"4362","60","575"
"4363","842","157"
"4364","842","157"
"4365","171","633"
"4366","341","784"
"4367","60","567"
"4368","850","449"
"4369","712","449"
"4370","581","804"
"4371","351","784"
"4372","562","259"
"4373","850","313"
"4374","262","637"
"4375","341","683"
"4376","300","785"
"4377","280","796"
"4378","181","888"
"4379","212","777"
"4380","281","519"
"4381","601","274"
"4382","641","19"
"4383","60","567"
"4384","560","883"
"4385","750","19"
"4386","601","316"
"4387","672","804"
"4388","831","337"
"4389","342","633"
"4390","641","276"
"4391","342","313"
"4392","880","186"
"4393","181","315"
"4394","880","176"
"4395","331","19"
"4396","731","378"
"4397","832","159"
"4398","101","806"
"4399","441","337"
"4400","192","757"
"4401","591","19"
"4402","812","389"
"4403","591","264"
"4404","381","65"
"4405","850","313"
"4406","850","456"
"4407","761","406"
"4408","751","505"
"4409","591","264"
"4410","372","633"
"4411","791","19"
"4412","410","883"
"4413","282","19"
"4414","802","486"
"4415","282","883"
"4416","282","856"
"4417","610","274"
"4418","391","13"
"4419","731","313"
"4420","391","13"
"4421","731","313"
"4422","761","407"
"4423","812","84"
"4424","711","19"
"4425","630","264"
"4426","831","447"
"4427","621","505"
"4428","641","438"
"4429","842","14"
"4430","802","199"
"4431","601","686"
"4432","342","784"
"4433","140","749"
"4434","181","888"
"4435","360","575"
"4436","581","243"
"4437","60","567"
"4438","412","355"
"4439","812","84"
"4440","671","547"
"4441","181","313"
"4442","761","406"
"4443","371","213"
"4444","441","348"
"4445","642","274"
"4446","832","446"
"4447","761","407"
"4448","161","796"
"4449","700","19"
"4450","842","14"
"4451","172","356"
"4452","601","877"
"4453","282","653"
"4454","880","177"
"4455","280","313"
"4456","412","883"
"4457","60","563"
"4458","832","449"
"4459","362","59"
"4460","841","313"
"4461","641","435"
"4462","641","434"
"4463","111","65"
"4464","842","155"
"4465","850","164"
"4466","621","885"
"4467","161","777"
"4468","700","313"
"4469","10","479"
"4470","441","633"
"4471","712","254"
"4472","712","453"
"4473","711","19"
"4474","711","253"
"4475","711","253"
"4476","641","435"
"4477","641","438"
"4478","20","86"
"4479","20","337"
"4480","850","14"
"4481","802","274"
"4482","261","709"
"4483","212","796"
"4484","390","785"
"4485","261","889"
"4486","550","734"
"4487","152","744"
"4488","142","738"
"4489","212","363"
"4490","401","808"
"4491","151","744"
"4492","151","744"
"4493","60","567"
"4494","630","243"
"4495","352","365"
"4496","831","446"
"4497","282","57"
"4498","360","57"
"4499","331","703"
"4500","412","355"
"4501","641","435"
"4502","842","156"
"4503","641","435"
"4504","802","199"
"4505","712","453"
"4506","831","435"
"4507","342","313"
"4508","60","576"
"4509","212","19"
"4510","591","183"
"4511","842","157"
"4512","20","86"
"4513","761","407"
"4514","882","866"
"4515","251","777"
"4516","242","785"
"4517","842","14"
"4518","331","338"
"4519","601","274"
"4520","601","337"
"4521","802","507"
"4522","612","313"
"4523","751","505"
"4524","320","633"
"4525","601","686"
"4526","761","407"
"4527","641","435"
"4528","172","737"
"4529","410","19"
"4530","820","445"
"4531","161","518"
"4532","641","436"
"4533","641","438"
"4534","331","889"
"4535","282","19"
"4536","772","458"
"4537","60","563"
"4538","791","469"
"4539","331","633"
"4540","761","447"
"4541","842","157"
"4542","300","337"
"4543","280","368"
"4544","711","13"
"4545","291","379"
"4546","60","567"
"4547","621","243"
"4548","412","355"
"4549","60","313"
"4550","641","435"
"4551","871","313"
"4552","601","799"
"4553","621","505"
"4554","352","216"
"4555","842","453"
"4556","60","567"
"4557","700","313"
"4558","111","806"
"4559","711","19"
"4560","842","157"
"4561","321","538"
"4562","850","128"
"4563","840","19"
"4564","832","444"
"4565","290","703"
"4566","401","19"
"4567","60","567"
"4568","880","176"
"4569","300","637"
"4570","10","479"
"4571","600","276"
"4572","331","785"
"4573","591","264"
"4574","381","769"
"4575","371","518"
"4576","371","338"
"4577","40","19"
"4578","732","303"
"4579","21","486"
"4580","712","254"
"4581","10","475"
"4582","842","436"
"4583","881","159"
"4584","10","479"
"4585","901","633"
"4586","650","337"
"4587","840","105"
"4588","791","189"
"4589","910","178"
"4590","842","534"
"4591","771","19"
"4592","842","156"
"4593","842","157"
"4594","842","157"
"4595","112","19"
"4596","460","216"
"4597","391","379"
"4598","842","157"
"4599","860","159"
"4600","391","637"
"4601","11","473"
"4602","601","686"
"4603","211","337"
"4604","621","885"
"4605","842","387"
"4606","360","783"
"4607","840","95"
"4608","842","156"
"4609","931","227"
"4610","60","558"
"4611","401","808"
"4612","860","159"
"4613","831","208"
"4614","602","243"
"4615","602","276"
"4616","601","686"
"4617","641","435"
"4618","621","243"
"4619","111","806"
"4620","100","888"
"4621","600","264"
"4622","761","406"
"4623","751","19"
"4624","880","176"
"4625","761","407"
"4626","842","14"
"4627","841","178"
"4628","842","156"
"4629","711","314"
"4630","192","197"
"4631","370","785"
"4632","711","336"
"4633","711","253"
"4634","290","259"
"4635","711","313"
"4636","352","315"
"4637","610","243"
"4638","610","274"
"4639","711","253"
"4640","711","19"
"4641","601","877"
"4642","831","444"
"4643","402","809"
"4644","842","315"
"4645","700","303"
"4646","700","344"
"4647","290","547"
"4648","711","379"
"4649","530","275"
"4650","441","19"
"4651","641","444"
"4652","60","567"
"4653","711","19"
"4654","321","313"
"4655","641","436"
"4656","412","354"
"4657","171","335"
"4658","612","263"
"4659","60","567"
"4660","682","243"
"4661","850","137"
"4662","611","243"
"4663","280","777"
"4664","342","683"
"4665","722","453"
"4666","722","453"
"4667","342","683"
"4668","641","436"
"4669","352","453"
"4670","331","637"
"4671","181","223"
"4672","711","253"
"4673","580","379"
"4674","641","436"
"4675","172","633"
"4676","410","335"
"4677","242","785"
"4678","342","779"
"4679","362","634"
"4680","871","27"
"4681","601","274"
"4682","601","313"
"4683","642","96"
"4684","142","337"
"4685","802","276"
"4686","620","883"
"4687","60","576"
"4688","641","19"
"4689","512","269"
"4690","331","637"
"4691","842","468"
"4692","641","444"
"4693","702","25"
"4694","21","486"
"4695","880","176"
"4696","101","633"
"4697","641","19"
"4698","342","64"
"4699","700","337"
"4700","682","804"
"4701","832","447"
"4702","601","877"
"4703","842","157"
"4704","842","156"
"4705","410","633"
"4706","502","876"
"4707","502","876"
"4708","362","19"
"4709","742","363"
"4710","761","406"
"4711","362","23"
"4712","832","95"
"4713","842","156"
"4714","441","19"
"4715","842","157"
"4716","842","164"
"4717","850","444"
"4718","850","426"
"4719","882","866"
"4720","880","176"
"4721","761","486"
"4722","880","176"
"4723","591","337"
"4724","761","407"
"4725","121","19"
"4726","212","313"
"4727","121","518"
"4728","222","785"
"4729","840","86"
"4730","742","185"
"4731","910","418"
"4732","562","313"
"4733","242","259"
"4734","341","683"
"4735","642","453"
"4736","611","243"
"4737","530","337"
"4738","60","558"
"4739","60","558"
"4740","880","337"
"4741","682","563"
"4742","142","738"
"4743","322","683"
"4744","561","268"
"4745","850","19"
"4746","60","865"
"4747","842","156"
"4748","842","156"
"4749","331","365"
"4750","831","159"
"4751","360","518"
"4752","552","804"
"4753","300","19"
"4754","281","337"
"4755","681","805"
"4756","641","444"
"4757","142","749"
"4758","761","407"
"4759","850","444"
"4760","761","406"
"4761","842","157"
"4762","531","337"
"4763","682","243"
"4764","832","19"
"4765","752","526"
"4766","601","274"
"4767","372","796"
"4768","601","276"
"4769","280","856"
"4770","60","575"
"4771","242","365"
"4772","800","464"
"4773","601","276"
"4774","612","243"
"4775","711","13"
"4776","932","316"
"4777","591","264"
"4778","331","637"
"4779","352","508"
"4780","280","19"
"4781","402","809"
"4782","842","156"
"4783","192","19"
"4784","381","363"
"4785","60","595"
"4786","342","313"
"4787","881","19"
"4788","412","313"
"4789","601","276"
"4790","850","436"
"4791","261","856"
"4792","342","683"
"4793","850","234"
"4794","172","736"
"4795","611","686"
"4796","352","453"
"4797","831","207"
"4798","831","313"
"4799","60","865"
"4800","381","634"
"4801","842","156"
"4802","682","274"
"4803","842","157"
"4804","842","156"
"4805","790","666"
"4806","211","33"
"4807","211","315"
"4808","831","95"
"4809","360","709"
"4810","360","783"
"4811","722","453"
"4812","211","73"
"4813","832","444"
"4814","441","527"
"4815","831","206"
"4816","672","804"
"4817","642","274"
"4818","901","507"
"4819","842","156"
"4820","342","888"
"4821","130","275"
"4822","672","534"
"4823","642","274"
"4824","342","313"
"4825","40","23"
"4826","372","888"
"4827","761","447"
"4828","840","208"
"4829","842","387"
"4830","711","315"
"4831","881","19"
"4832","831","19"
"4833","281","13"
"4834","711","253"
"4835","831","339"
"4836","410","805"
"4837","601","633"
"4838","270","849"
"4839","460","864"
"4840","910","426"
"4841","740","19"
"4842","352","44"
"4843","612","263"
"4844","352","766"
"4845","850","133"
"4846","800","186"
"4847","761","486"
"4848","850","118"
"4849","850","167"
"4850","700","19"
"4851","842","276"
"4852","181","754"
"4853","60","558"
"4854","842","313"
"4855","712","889"
"4856","222","744"
"4857","721","313"
"4858","832","447"
"4859","791","18"
"4860","842","156"
"4861","412","354"
"4862","850","329"
"4863","601","364"
"4864","601","888"
"4865","842","157"
"4866","842","157"
"4867","850","435"
"4868","700","383"
"4869","21","486"
"4870","850","14"
"4871","682","276"
"4872","842","157"
"4873","541","364"
"4874","300","313"
"4875","831","96"
"4876","850","313"
"4877","331","777"
"4878","601","888"
"4879","581","243"
"4880","850","123"
"4881","682","274"
"4882","850","313"
"4883","741","426"
"4884","460","796"
"4885","641","436"
"4886","842","436"
"4887","591","449"
"4888","360","709"
"4889","641","436"
"4890","281","785"
"4891","182","777"
"4892","342","19"
"4893","541","888"
"4894","182","364"
"4895","182","777"
"4896","342","784"
"4897","842","335"
"4898","712","254"
"4899","731","27"
"4900","591","264"
"4901","521","19"
"4902","761","407"
"4903","321","426"
"4904","411","313"
"4905","621","885"
"4906","621","885"
"4907","60","575"
"4908","682","243"
"4909","700","365"
"4910","610","274"
"4911","172","19"
"4912","410","337"
"4913","140","749"
"4914","331","633"
"4915","641","435"
"4916","441","348"
"4917","601","877"
"4918","601","276"
"4919","782","669"
"4920","831","95"
"4921","831","207"
"4922","150","33"
"4923","291","335"
"4924","342","703"
"4925","591","376"
"4926","871","26"
"4927","410","804"
"4928","832","447"
"4929","772","458"
"4930","362","779"
"4931","612","759"
"4932","441","529"
"4933","441","315"
"4934","60","597"
"4935","580","268"
"4936","580","243"
"4937","700","315"
"4938","282","64"
"4939","740","64"
"4940","932","5"
"4941","910","178"
"4942","352","637"
"4943","770","95"
"4944","412","883"
"4945","352","637"
"4946","771","453"
"4947","641","19"
"4948","591","264"
"4949","641","435"
"4950","641","436"
"4951","842","156"
"4952","352","709"
"4953","601","243"
"4954","352","777"
"4955","620","885"
"4956","682","274"
"4957","591","243"
"4958","352","645"
"4959","111","888"
"4960","352","518"
"4961","841","337"
"4962","20","487"
"4963","612","505"
"4964","930","175"
"4965","871","174"
"4966","172","744"
"4967","172","883"
"4968","242","888"
"4969","712","426"
"4970","761","447"
"4971","142","185"
"4972","542","185"
"4973","831","205"
"4974","852","164"
"4975","840","174"
"4976","471","889"
"4977","831","95"
"4978","151","744"
"4979","312","55"
"4980","871","338"
"4981","831","447"
"4982","152","744"
"4983","832","444"
"4984","700","389"
"4985","641","436"
"4986","742","734"
"4987","150","313"
"4988","60","558"
"4989","60","389"
"4990","831","313"
"4991","60","257"
"4992","840","95"
"4993","200","19"
"4994","871","337"
"4995","820","319"
"4996","812","313"
"4997","601","243"
"4998","331","308"
"4999","682","276"
"5000","630","864"
"5001","211","259"
"5002","441","348"
"5003","850","443"
"5004","762","449"
"5005","410","805"
"5006","351","785"
"5007","601","877"
"5008","550","889"
"5009","562","809"
"5010","762","449"
"5011","391","19"
"5012","562","19"
"5013","742","379"
"5014","421","508"
"5015","401","507"
"5016","712","379"
"5017","710","336"
"5018","751","313"
"5019","921","23"
"5020","842","19"
"5021","630","264"
"5022","750","804"
"5023","860","313"
"5024","101","856"
"5025","841","313"
"5026","702","25"
"5027","601","274"
"5028","542","259"
"5029","762","453"
"5030","712","453"
"5031","722","453"
"5032","611","686"
"5033","151","769"
"5034","562","888"
"5035","641","19"
"5036","710","319"
"5037","630","264"
"5038","841","178"
"5039","881","19"
"5040","401","426"
"5041","341","19"
"5042","741","426"
"5043","341","683"
"5044","601","276"
"5045","710","379"
"5046","841","348"
"5047","300","723"
"5048","191","319"
"5049","721","313"
"5050","200","313"
"5051","171","633"
"5052","671","277"
"5053","530","364"
"5054","621","885"
"5055","60","519"
"5056","420","828"
"5057","641","438"
"5058","871","19"
"5059","132","364"
"5060","901","804"
"5061","901","5"
"5062","700","383"
"5063","881","356"
"5064","400","823"
"5065","441","389"
"5066","842","156"
"5067","172","736"
"5068","641","444"
"5069","700","313"
"5070","711","453"
"5071","151","744"
"5072","700","575"
"5073","842","313"
"5074","890","315"
"5075","391","19"
"5076","700","383"
"5077","910","418"
"5078","711","313"
"5079","890","23"
"5080","641","434"
"5081","710","19"
"5082","710","389"
"5083","512","365"
"5084","732","376"
"5085","831","449"
"5086","832","447"
"5087","732","26"
"5088","151","259"
"5089","151","259"
"5090","842","156"
"5091","151","779"
"5092","700","314"
"5093","410","804"
"5094","402","809"
"5095","300","777"
"5096","831","348"
"5097","262","709"
"5098","840","303"
"5099","722","453"
"5100","412","354"
"5101","702","25"
"5102","441","435"
"5103","152","364"
"5104","752","534"
"5105","441","313"
"5106","772","458"
"5107","120","754"
"5108","842","468"
"5109","412","354"
"5110","421","308"
"5111","412","805"
"5112","641","435"
"5113","401","889"
"5114","712","454"
"5115","890","23"
"5116","410","359"
"5117","631","13"
"5118","171","376"
"5119","760","547"
"5120","630","264"
"5121","591","264"
"5122","682","243"
"5123","832","178"
"5124","812","84"
"5125","831","19"
"5126","842","157"
"5127","342","683"
"5128","532","379"
"5129","682","13"
"5130","740","64"
"5131","151","316"
"5132","841","337"
"5133","400","454"
"5134","542","337"
"5135","842","157"
"5136","732","194"
"5137","641","438"
"5138","172","313"
"5139","712","449"
"5140","442","19"
"5141","722","453"
"5142","391","337"
"5143","401","53"
"5144","842","156"
"5145","151","744"
"5146","742","357"
"5147","591","319"
"5148","700","19"
"5149","721","195"
"5150","621","505"
"5151","641","435"
"5152","700","19"
"5153","420","876"
"5154","710","389"
"5155","462","366"
"5156","621","885"
"5157","700","315"
"5158","151","337"
"5159","390","777"
"5160","741","426"
"5161","871","469"
"5162","712","19"
"5163","711","253"
"5164","441","27"
"5165","802","426"
"5166","802","449"
"5167","151","259"
"5168","732","26"
"5169","620","505"
"5170","842","315"
"5171","742","19"
"5172","60","567"
"5173","831","313"
"5174","710","255"
"5175","880","186"
"5176","700","19"
"5177","731","338"
"5178","850","216"
"5179","641","438"
"5180","151","19"
"5181","820","319"
"5182","60","563"
"5183","342","56"
"5184","591","338"
"5185","562","889"
"5186","60","558"
"5187","192","696"
"5188","470","366"
"5189","702","25"
"5190","530","243"
"5191","322","313"
"5192","700","19"
"5193","312","19"
"5194","802","459"
"5195","840","208"
"5196","800","313"
"5197","20","315"
"5198","530","243"
"5199","530","315"
"5200","171","195"
"5201","172","19"
"5202","780","457"
"5203","161","888"
"5204","540","319"
"5205","151","744"
"5206","391","769"
"5207","641","436"
"5208","762","443"
"5209","901","748"
"5210","511","889"
"5211","151","777"
"5212","850","126"
"5213","850","195"
"5214","841","178"
"5215","850","229"
"5216","630","667"
"5217","630","666"
"5218","850","329"
"5219","831","447"
"5220","831","95"
"5221","922","27"
"5222","831","447"
"5223","710","303"
"5224","412","354"
"5225","932","379"
"5226","641","444"
"5227","762","449"
"5228","172","734"
"5229","611","274"
"5230","721","195"
"5231","562","19"
"5232","842","156"
"5233","800","19"
"5234","830","167"
"5235","710","255"
"5236","721","256"
"5237","142","19"
"5238","831","95"
"5239","341","27"
"5240","372","87"
"5241","850","133"
"5242","540","19"
"5243","791","337"
"5244","800","195"
"5245","800","187"
"5246","881","175"
"5247","922","163"
"5248","841","315"
"5249","772","458"
"5250","712","585"
"5251","772","458"
"5252","921","23"
"5253","142","185"
"5254","761","407"
"5255","842","387"
"5256","60","579"
"5257","641","308"
"5258","831","207"
"5259","641","435"
"5260","641","444"
"5261","741","426"
"5262","400","825"
"5263","831","313"
"5264","932","36"
"5265","910","418"
"5266","421","23"
"5267","742","277"
"5268","871","315"
"5269","312","637"
"5270","402","809"
"5271","182","888"
"5272","402","359"
"5273","172","23"
"5274","860","159"
"5275","440","357"
"5276","932","446"
"5277","142","319"
"5278","750","813"
"5279","421","466"
"5280","320","808"
"5281","401","808"
"5282","280","188"
"5283","700","383"
"5284","731","319"
"5285","842","157"
"5286","892","389"
"5287","591","27"
"5288","831","19"
"5289","732","336"
"5290","831","447"
"5291","760","507"
"5292","132","365"
"5293","471","389"
"5294","831","84"
"5295","530","538"
"5296","150","747"
"5297","591","747"
"5298","402","809"
"5299","500","337"
"5300","842","157"
"5301","251","804"
"5302","151","744"
"5303","630","264"
"5304","711","356"
"5305","601","243"
"5306","601","243"
"5307","601","274"
"5308","712","766"
"5309","151","744"
"5310","160","344"
"5311","151","744"
"5312","391","709"
"5313","872","276"
"5314","151","364"
"5315","910","425"
"5316","831","359"
"5317","762","466"
"5318","910","313"
"5319","761","407"
"5320","842","157"
"5321","601","276"
"5322","60","828"
"5323","410","804"
"5324","172","888"
"5325","512","883"
"5326","591","856"
"5327","882","43"
"5328","151","744"
"5329","591","449"
"5330","470","585"
"5331","460","853"
"5332","871","467"
"5333","530","29"
"5334","780","457"
"5335","772","458"
"5336","901","453"
"5337","132","749"
"5338","712","23"
"5339","732","67"
"5340","820","445"
"5341","842","197"
"5342","820","445"
"5343","562","364"
"5344","562","337"
"5345","711","379"
"5346","412","355"
"5347","391","453"
"5348","300","769"
"5349","762","435"
"5350","831","736"
"5351","342","744"
"5352","850","163"
"5353","151","744"
"5354","712","426"
"5355","700","379"
"5356","182","777"
"5357","840","446"
"5358","842","387"
"5359","910","418"
"5360","842","156"
"5361","910","418"
"5362","331","653"
"5363","341","683"
"5364","60","567"
"5365","601","889"
"5366","831","105"
"5367","60","558"
"5368","641","438"
"5369","60","379"
"5370","360","379"
"5371","641","19"
"5372","890","23"
"5373","630","337"
"5374","812","84"
"5375","812","84"
"5376","142","364"
"5377","800","276"
"5378","842","449"
"5379","541","364"
"5380","630","13"
"5381","60","865"
"5382","731","27"
"5383","731","27"
"5384","922","163"
"5385","151","259"
"5386","841","178"
"5387","700","19"
"5388","740","64"
"5389","410","804"
"5390","712","486"
"5391","151","744"
"5392","711","313"
"5393","732","26"
"5394","552","313"
"5395","412","354"
"5396","842","357"
"5397","712","426"
"5398","722","455"
"5399","420","829"
"5400","831","203"
"5401","871","23"
"5402","742","357"
"5403","742","357"
"5404","151","883"
"5405","932","505"
"5406","761","407"
"5407","591","365"
"5408","910","337"
"5409","841","313"
"5410","741","426"
"5411","402","809"
"5412","562","599"
"5413","601","276"
"5414","761","407"
"5415","111","777"
"5416","722","455"
"5417","710","313"
"5418","712","453"
"5419","841","178"
"5420","571","315"
"5421","172","19"
"5422","841","313"
"5423","351","19"
"5424","841","178"
"5425","171","736"
"5426","762","317"
"5427","641","433"
"5428","640","267"
"5429","401","808"
"5430","151","747"
"5431","882","19"
"5432","681","274"
"5433","172","256"
"5434","421","318"
"5435","501","186"
"5436","831","449"
"5437","842","156"
"5438","932","195"
"5439","932","313"
"5440","200","197"
"5441","121","313"
"5442","391","777"
"5443","562","189"
"5444","852","329"
"5445","712","796"
"5446","60","865"
"5447","151","744"
"5448","291","888"
"5449","842","157"
"5450","732","67"
"5451","60","865"
"5452","631","265"
"5453","932","315"
"5454","440","228"
"5455","932","315"
"5456","762","449"
"5457","410","804"
"5458","151","744"
"5459","870","453"
"5460","842","443"
"5461","711","534"
"5462","761","407"
"5463","932","418"
"5464","871","467"
"5465","871","174"
"5466","641","444"
"5467","390","784"
"5468","391","777"
"5469","831","449"
"5470","641","433"
"5471","700","19"
"5472","842","157"
"5473","890","23"
"5474","632","266"
"5475","562","335"
"5476","151","744"
"5477","151","667"
"5478","641","433"
"5479","221","745"
"5480","641","19"
"5481","641","19"
"5482","60","567"
"5483","60","567"
"5484","641","435"
"5485","840","208"
"5486","601","274"
"5487","711","19"
"5488","711","389"
"5489","391","777"
"5490","762","449"
"5491","932","36"
"5492","502","243"
"5493","151","667"
"5494","151","744"
"5495","60","576"
"5496","611","686"
"5497","151","744"
"5498","172","518"
"5499","710","255"
"5500","460","379"
"5501","460","216"
"5502","721","363"
"5503","400","575"
"5504","712","19"
"5505","112","888"
"5506","441","389"
"5507","441","379"
"5508","682","274"
"5509","842","156"
"5510","700","379"
"5511","712","16"
"5512","841","178"
"5513","641","443"
"5514","630","365"
"5515","620","243"
"5516","630","243"
"5517","630","243"
"5518","640","267"
"5519","442","337"
"5520","842","157"
"5521","700","23"
"5522","910","418"
"5523","910","418"
"5524","152","744"
"5525","60","855"
"5526","140","633"
"5527","21","277"
"5528","192","76"
"5529","710","19"
"5530","881","313"
"5531","601","243"
"5532","802","275"
"5533","710","19"
"5534","710","389"
"5535","601","243"
"5536","700","383"
"5537","541","275"
"5538","601","276"
"5539","910","417"
"5540","121","313"
"5541","831","96"
"5542","891","186"
"5543","172","389"
"5544","842","313"
"5545","682","243"
"5546","910","313"
"5547","682","13"
"5548","842","155"
"5549","542","313"
"5550","531","243"
"5551","712","337"
"5552","682","274"
"5553","842","155"
"5554","722","365"
"5555","151","633"
"5556","641","426"
"5557","761","407"
"5558","151","185"
"5559","441","389"
"5560","441","348"
"5561","831","95"
"5562","831","84"
"5563","60","575"
"5564","910","418"
"5565","401","567"
"5566","732","336"
"5567","700","313"
"5568","800","464"
"5569","771","748"
"5570","641","438"
"5571","892","183"
"5572","172","19"
"5573","630","796"
"5574","910","348"
"5575","511","29"
"5576","601","243"
"5577","641","444"
"5578","172","805"
"5579","641","438"
"5580","151","744"
"5581","172","185"
"5582","872","276"
"5583","650","274"
"5584","60","579"
"5585","172","195"
"5586","831","449"
"5587","530","339"
"5588","641","19"
"5589","601","243"
"5590","432","19"
"5591","391","259"
"5592","841","178"
"5593","800","193"
"5594","411","19"
"5595","411","313"
"5596","712","254"
"5597","172","19"
"5598","540","259"
"5599","540","313"
"5600","591","264"
"5601","562","13"
"5602","591","64"
"5603","842","14"
"5604","732","27"
"5605","542","259"
"5606","860","159"
"5607","742","389"
"5608","391","769"
"5609","390","744"
"5610","871","303"
"5611","550","805"
"5612","171","357"
"5613","270","653"
"5614","442","19"
"5615","151","888"
"5616","871","313"
"5617","60","313"
"5618","181","73"
"5619","850","144"
"5620","800","186"
"5621","772","458"
"5622","60","563"
"5623","280","23"
"5624","721","385"
"5625","152","744"
"5626","152","744"
"5627","151","744"
"5628","390","779"
"5629","751","505"
"5630","831","95"
"5631","800","186"
"5632","892","183"
"5633","731","469"
"5634","872","165"
"5635","630","29"
"5636","682","243"
"5637","542","19"
"5638","772","458"
"5639","112","57"
"5640","842","387"
"5641","711","313"
"5642","700","385"
"5643","840","208"
"5644","840","208"
"5645","322","19"
"5646","722","567"
"5647","722","453"
"5648","722","453"
"5649","641","435"
"5650","60","575"
"5651","880","176"
"5652","880","19"
"5653","800","19"
"5654","800","337"
"5655","740","64"
"5656","762","449"
"5657","641","276"
"5658","762","444"
"5659","790","666"
"5660","151","744"
"5661","152","744"
"5662","212","777"
"5663","842","163"
"5664","932","208"
"5665","601","243"
"5666","442","315"
"5667","401","339"
"5668","641","436"
"5669","842","436"
"5670","161","645"
"5671","390","744"
"5672","412","354"
"5673","460","216"
"5674","412","766"
"5675","831","447"
"5676","842","468"
"5677","722","453"
"5678","901","529"
"5679","722","453"
"5680","342","575"
"5681","761","447"
"5682","372","777"
"5683","761","407"
"5684","842","14"
"5685","881","19"
"5686","432","318"
"5687","752","523"
"5688","221","785"
"5689","630","264"
"5690","700","308"
"5691","700","315"
"5692","60","589"
"5693","672","804"
"5694","580","268"
"5695","910","418"
"5696","742","359"
"5697","410","804"
"5698","60","558"
"5699","641","444"
"5700","121","883"
"5701","910","35"
"5702","910","216"
"5703","151","19"
"5704","601","877"
"5705","152","744"
"5706","242","733"
"5707","342","783"
"5708","172","736"
"5709","611","686"
"5710","151","744"
"5711","832","453"
"5712","151","744"
"5713","172","356"
"5714","342","683"
"5715","60","558"
"5716","60","575"
"5717","711","337"
"5718","180","73"
"5719","850","469"
"5720","901","5"
"5721","800","19"
"5722","172","313"
"5723","842","453"
"5724","812","19"
"5725","612","505"
"5726","542","259"
"5727","671","277"
"5728","151","19"
"5729","541","243"
"5730","541","345"
"5731","641","435"
"5732","60","575"
"5733","530","259"
"5734","410","804"
"5735","591","264"
"5736","60","579"
"5737","712","19"
"5738","711","19"
"5739","700","383"
"5740","441","308"
"5741","831","365"
"5742","831","95"
"5743","60","579"
"5744","601","276"
"5745","831","84"
"5746","341","683"
"5747","601","877"
"5748","771","633"
"5749","771","748"
"5750","410","883"
"5751","710","335"
"5752","702","376"
"5753","841","313"
"5754","890","23"
"5755","831","313"
"5756","461","23"
"5757","420","876"
"5758","601","276"
"5759","842","157"
"5760","841","313"
"5761","611","243"
"5762","591","243"
"5763","700","319"
"5764","882","379"
"5765","850","315"
"5766","820","445"
"5767","542","19"
"5768","831","447"
"5769","700","356"
"5770","682","276"
"5771","162","633"
"5772","700","383"
"5773","401","809"
"5774","831","95"
"5775","842","157"
"5776","842","156"
"5777","711","253"
"5778","742","357"
"5779","641","19"
"5780","172","257"
"5781","151","19"
"5782","771","806"
"5783","822","87"
"5784","822","319"
"5785","321","313"
"5786","641","435"
"5787","412","354"
"5788","300","777"
"5789","351","785"
"5790","700","426"
"5791","421","364"
"5792","591","243"
"5793","192","19"
"5794","192","313"
"5795","800","186"
"5796","831","203"
"5797","421","508"
"5798","932","315"
"5799","151","744"
"5800","842","156"
"5801","181","223"
"5802","181","313"
"5803","712","454"
"5804","700","389"
"5805","641","436"
"5806","631","365"
"5807","801","456"
"5808","111","507"
"5809","702","19"
"5810","412","354"
"5811","142","379"
"5812","712","453"
"5813","151","744"
"5814","831","95"
"5815","712","454"
"5816","441","348"
"5817","441","339"
"5818","932","315"
"5819","841","178"
"5820","441","348"
"5821","761","447"
"5822","141","749"
"5823","740","305"
"5824","591","889"
"5825","542","313"
"5826","172","337"
"5827","870","174"
"5828","540","337"
"5829","840","338"
"5830","251","804"
"5831","711","335"
"5832","641","436"
"5833","601","276"
"5834","641","19"
"5835","711","313"
"5836","841","313"
"5837","722","453"
"5838","581","243"
"5839","581","268"
"5840","531","243"
"5841","750","389"
"5842","531","766"
"5843","331","769"
