"","imputed_IND","imputed_OCC"
"58145","411","19"
"58146","682","243"
"58147","581","268"
"58148","60","865"
"58149","641","434"
"58150","641","434"
"58151","400","824"
"58152","600","454"
"58153","630","264"
"58154","282","783"
"58155","612","335"
"58156","881","436"
"58157","591","243"
"58158","881","444"
"58159","40","633"
"58160","882","47"
"58161","600","264"
"58162","850","813"
"58163","802","547"
"58164","200","585"
"58165","632","566"
"58166","711","253"
"58167","642","877"
"58168","822","87"
"58169","841","178"
"58170","882","43"
"58171","892","183"
"58172","882","389"
"58173","901","507"
"58174","50","616"
"58175","842","156"
"58176","441","348"
"58177","601","243"
"58178","752","19"
"58179","892","103"
"58180","441","19"
"58181","251","804"
"58182","151","744"
"58183","60","777"
"58184","171","337"
"58185","842","453"
"58186","901","453"
"58187","400","364"
"58188","821","337"
"58189","10","86"
"58190","842","163"
"58191","620","505"
"58192","831","95"
"58193","910","423"
"58194","60","597"
"58195","400","889"
"58196","831","313"
"58197","871","468"
"58198","632","883"
"58199","410","804"
"58200","282","258"
"58201","730","216"
"58202","770","468"
"58203","842","453"
"58204","932","486"
"58205","762","449"
"58206","641","438"
"58207","842","453"
"58208","151","744"
"58209","60","565"
"58210","60","516"
"58211","641","435"
"58212","641","19"
"58213","600","243"
"58214","831","447"
"58215","762","365"
"58216","762","317"
"58217","641","435"
"58218","762","828"
"58219","60","558"
"58220","901","313"
"58221","841","315"
"58222","612","505"
"58223","411","389"
"58224","60","567"
"58225","641","434"
"58226","641","19"
"58227","641","434"
"58228","11","473"
"58229","60","865"
"58230","641","435"
"58231","411","883"
"58232","722","453"
"58233","11","473"
"58234","11","479"
"58235","11","479"
"58236","11","473"
"58237","11","479"
"58238","762","449"
"58239","412","354"
"58240","842","468"
"58241","41","633"
"58242","11","479"
"58243","11","479"
"58244","891","59"
"58245","242","337"
"58246","761","406"
"58247","712","254"
"58248","671","277"
"58249","842","157"
"58250","842","157"
"58251","10","479"
"58252","10","479"
"58253","60","567"
"58254","831","447"
"58255","530","259"
"58256","601","243"
"58257","231","878"
"58258","41","507"
"58259","411","389"
"58260","231","853"
"58261","101","883"
"58262","761","406"
"58263","641","435"
"58264","641","435"
"58265","60","844"
"58266","772","458"
"58267","121","757"
"58268","932","496"
"58269","641","434"
"58270","641","444"
"58271","11","479"
"58272","641","435"
"58273","11","473"
"58274","11","479"
"58275","10","479"
"58276","10","479"
"58277","10","479"
"58278","10","479"
"58279","641","444"
"58280","10","479"
"58281","700","337"
"58282","10","479"
"58283","10","479"
"58284","11","479"
"58285","60","337"
"58286","621","885"
"58287","842","329"
"58288","831","549"
"58289","410","804"
"58290","641","436"
"58291","400","633"
"58292","621","243"
"58293","761","407"
"58294","60","865"
"58295","842","444"
"58296","550","883"
"58297","550","799"
"58298","550","19"
"58299","771","19"
"58300","780","457"
"58301","780","457"
"58302","682","243"
"58303","700","376"
"58304","751","668"
"58305","751","668"
"58306","60","567"
"58307","700","449"
"58308","60","587"
"58309","682","274"
"58310","42","19"
"58311","871","809"
"58312","682","274"
"58313","682","538"
"58314","441","529"
"58315","700","389"
"58316","910","389"
"58317","441","348"
"58318","60","567"
"58319","921","5"
"58320","881","19"
"58321","842","14"
"58322","60","567"
"58323","231","878"
"58324","682","243"
"58325","641","19"
"58326","932","385"
"58327","831","365"
"58328","850","164"
"58329","842","156"
"58330","331","637"
"58331","60","567"
"58332","842","155"
"58333","762","453"
"58334","762","747"
"58335","411","19"
"58336","751","449"
"58337","41","783"
"58338","711","253"
"58339","901","5"
"58340","60","567"
"58341","60","567"
"58342","60","567"
"58343","390","777"
"58344","641","435"
"58345","60","567"
"58346","812","84"
"58347","60","53"
"58348","611","243"
"58349","712","13"
"58350","190","259"
"58351","932","386"
"58352","901","453"
"58353","152","275"
"58354","10","479"
"58355","11","473"
"58356","11","473"
"58357","11","479"
"58358","11","479"
"58359","460","777"
"58360","11","473"
"58361","11","479"
"58362","540","13"
"58363","901","313"
"58364","842","157"
"58365","10","479"
"58366","831","95"
"58367","60","558"
"58368","601","276"
"58369","832","468"
"58370","751","514"
"58371","842","453"
"58372","870","468"
"58373","880","176"
"58374","521","259"
"58375","312","783"
"58376","882","43"
"58377","60","844"
"58378","762","449"
"58379","831","453"
"58380","60","579"
"58381","850","453"
"58382","901","5"
"58383","192","757"
"58384","42","319"
"58385","432","19"
"58386","642","96"
"58387","760","507"
"58388","200","633"
"58389","641","436"
"58390","471","814"
"58391","842","14"
"58392","842","167"
"58393","11","473"
"58394","11","479"
"58395","60","558"
"58396","551","28"
"58397","711","313"
"58398","50","633"
"58399","850","137"
"58400","660","535"
"58401","231","727"
"58402","831","19"
"58403","831","203"
"58404","60","599"
"58405","842","156"
"58406","552","804"
"58407","60","218"
"58408","641","435"
"58409","831","449"
"58410","641","434"
"58411","231","633"
"58412","882","19"
"58413","751","19"
"58414","412","355"
"58415","591","275"
"58416","41","889"
"58417","802","199"
"58418","231","496"
"58419","762","469"
"58420","890","23"
"58421","910","418"
"58422","591","337"
"58423","50","575"
"58424","670","243"
"58425","842","19"
"58426","192","633"
"58427","641","435"
"58428","612","243"
"58429","641","438"
"58430","611","888"
"58431","42","699"
"58432","870","19"
"58433","932","313"
"58434","842","387"
"58435","641","433"
"58436","641","438"
"58437","50","783"
"58438","842","444"
"58439","60","585"
"58440","60","585"
"58441","60","865"
"58442","812","84"
"58443","50","616"
"58444","530","337"
"58445","60","865"
"58446","60","567"
"58447","60","567"
"58448","831","449"
"58449","870","468"
"58450","931","168"
"58451","682","13"
"58452","922","27"
"58453","11","473"
"58454","751","19"
"58455","400","567"
"58456","621","505"
"58457","60","853"
"58458","761","406"
"58459","580","243"
"58460","580","313"
"58461","421","19"
"58462","421","453"
"58463","42","19"
"58464","42","337"
"58465","11","473"
"58466","841","313"
"58467","11","479"
"58468","282","783"
"58469","841","313"
"58470","772","458"
"58471","11","473"
"58472","401","808"
"58473","640","523"
"58474","10","479"
"58475","832","19"
"58476","831","19"
"58477","101","337"
"58478","842","453"
"58479","831","444"
"58480","10","479"
"58481","10","479"
"58482","641","19"
"58483","42","313"
"58484","440","13"
"58485","700","27"
"58486","42","19"
"58487","42","889"
"58488","42","486"
"58489","460","19"
"58490","860","873"
"58491","42","883"
"58492","42","699"
"58493","641","444"
"58494","882","43"
"58495","742","315"
"58496","60","585"
"58497","812","313"
"58498","842","157"
"58499","762","317"
"58500","41","19"
"58501","842","444"
"58502","42","699"
"58503","601","276"
"58504","762","449"
"58505","672","805"
"58506","901","5"
"58507","842","453"
"58508","842","157"
"58509","771","19"
"58510","771","19"
"58511","11","473"
"58512","11","479"
"58513","11","479"
"58514","11","479"
"58515","11","479"
"58516","60","567"
"58517","601","243"
"58518","831","447"
"58519","11","473"
"58520","11","479"
"58521","601","877"
"58522","412","354"
"58523","700","19"
"58524","410","804"
"58525","901","339"
"58526","700","344"
"58527","932","505"
"58528","910","313"
"58529","601","274"
"58530","231","13"
"58531","42","337"
"58532","10","479"
"58533","11","473"
"58534","842","387"
"58535","761","406"
"58536","60","567"
"58537","11","473"
"58538","11","473"
"58539","10","436"
"58540","11","517"
"58541","641","438"
"58542","10","479"
"58543","850","469"
"58544","10","479"
"58545","812","337"
"58546","412","354"
"58547","712","313"
"58548","30","79"
"58549","752","526"
"58550","612","243"
"58551","841","313"
"58552","30","79"
"58553","601","276"
"58554","50","579"
"58555","762","19"
"58556","762","453"
"58557","762","313"
"58558","762","567"
"58559","761","407"
"58560","762","317"
"58561","930","79"
"58562","60","783"
"58563","50","633"
"58564","671","277"
"58565","42","699"
"58566","192","48"
"58567","410","804"
"58568","842","436"
"58569","11","479"
"58570","11","479"
"58571","410","804"
"58572","50","616"
"58573","42","23"
"58574","470","365"
"58575","762","317"
"58576","642","96"
"58577","642","337"
"58578","60","865"
"58579","722","453"
"58580","641","453"
"58581","42","699"
"58582","40","616"
"58583","831","95"
"58584","831","207"
"58585","40","616"
"58586","502","19"
"58587","40","853"
"58588","641","438"
"58589","460","577"
"58590","931","356"
"58591","40","218"
"58592","550","19"
"58593","842","14"
"58594","842","156"
"58595","850","159"
"58596","682","274"
"58597","400","689"
"58598","812","19"
"58599","910","417"
"58600","641","434"
"58601","842","156"
"58602","842","156"
"58603","712","449"
"58604","640","276"
"58605","410","804"
"58606","460","314"
"58607","42","47"
"58608","641","435"
"58609","891","75"
"58610","42","19"
"58611","850","329"
"58612","760","535"
"58613","460","695"
"58614","752","313"
"58615","612","389"
"58616","60","558"
"58617","930","173"
"58618","671","277"
"58619","200","585"
"58620","530","385"
"58621","612","263"
"58622","842","453"
"58623","842","453"
"58624","60","844"
"58625","410","449"
"58626","742","585"
"58627","331","783"
"58628","530","507"
"58629","711","313"
"58630","410","804"
"58631","770","468"
"58632","40","217"
"58633","842","157"
"58634","850","329"
"58635","641","276"
"58636","40","616"
"58637","832","447"
"58638","40","783"
"58639","60","558"
"58640","40","853"
"58641","641","438"
"58642","40","633"
"58643","642","274"
"58644","621","885"
"58645","632","657"
"58646","641","435"
"58647","60","804"
"58648","461","337"
"58649","761","406"
"58650","871","377"
"58651","722","453"
"58652","591","337"
"58653","601","877"
"58654","40","33"
"58655","682","313"
"58656","20","337"
"58657","842","156"
"58658","762","449"
"58659","641","436"
"58660","850","19"
"58661","641","435"
"58662","40","516"
"58663","630","888"
"58664","642","453"
"58665","461","696"
"58666","910","418"
"58667","842","387"
"58668","560","806"
"58669","611","888"
"58670","60","337"
"58671","11","473"
"58672","892","183"
"58673","842","157"
"58674","842","156"
"58675","812","84"
"58676","892","183"
"58677","42","197"
"58678","60","337"
"58679","42","699"
"58680","10","479"
"58681","10","479"
"58682","850","469"
"58683","400","824"
"58684","560","806"
"58685","641","436"
"58686","50","616"
"58687","11","479"
"58688","842","337"
"58689","11","473"
"58690","601","243"
"58691","552","243"
"58692","410","507"
"58693","752","523"
"58694","50","616"
"58695","712","254"
"58696","60","53"
"58697","841","315"
"58698","30","505"
"58699","412","354"
"58700","632","526"
"58701","401","808"
"58702","550","19"
"58703","882","453"
"58704","60","583"
"58705","60","337"
"58706","642","276"
"58707","60","585"
"58708","842","436"
"58709","682","274"
"58710","831","95"
"58711","642","96"
"58712","642","337"
"58713","731","27"
"58714","842","157"
"58715","60","883"
"58716","401","808"
"58717","601","686"
"58718","630","243"
"58719","762","365"
"58720","612","885"
"58721","621","243"
"58722","601","276"
"58723","842","444"
"58724","842","579"
"58725","802","27"
"58726","842","156"
"58727","502","804"
"58728","842","156"
"58729","921","23"
"58730","710","313"
"58731","881","274"
"58732","630","264"
"58733","410","805"
"58734","641","435"
"58735","60","449"
"58736","671","278"
"58737","611","243"
"58738","711","313"
"58739","831","453"
"58740","842","155"
"58741","842","579"
"58742","842","579"
"58743","711","253"
"58744","852","19"
"58745","441","55"
"58746","842","95"
"58747","842","449"
"58748","761","406"
"58749","682","274"
"58750","922","5"
"58751","421","465"
"58752","932","213"
"58753","762","449"
"58754","200","453"
"58755","712","254"
"58756","331","637"
"58757","832","337"
"58758","832","444"
"58759","331","783"
"58760","762","449"
"58761","762","317"
"58762","470","633"
"58763","500","337"
"58764","850","19"
"58765","842","157"
"58766","641","436"
"58767","60","563"
"58768","60","585"
"58769","60","337"
"58770","842","453"
"58771","841","19"
"58772","242","23"
"58773","820","319"
"58774","251","633"
"58775","612","805"
"58776","331","389"
"58777","761","407"
"58778","850","469"
"58779","670","806"
"58780","462","389"
"58781","500","19"
"58782","871","315"
"58783","500","889"
"58784","412","355"
"58785","842","387"
"58786","700","383"
"58787","870","453"
"58788","842","313"
"58789","622","263"
"58790","842","156"
"58791","742","888"
"58792","241","733"
"58793","842","14"
"58794","831","95"
"58795","410","883"
"58796","831","27"
"58797","60","534"
"58798","921","23"
"58799","710","7"
"58800","740","19"
"58801","60","567"
"58802","732","316"
"58803","60","579"
"58804","722","453"
"58805","410","804"
"58806","410","379"
"58807","530","259"
"58808","60","567"
"58809","612","263"
"58810","591","243"
"58811","300","777"
"58812","641","444"
"58813","762","317"
"58814","820","445"
"58815","850","313"
"58816","502","337"
"58817","372","313"
"58818","910","418"
"58819","710","255"
"58820","791","469"
"58821","401","808"
"58822","400","825"
"58823","530","259"
"58824","550","889"
"58825","60","565"
"58826","441","389"
"58827","831","444"
"58828","211","777"
"58829","832","313"
"58830","842","468"
"58831","850","135"
"58832","251","804"
"58833","410","804"
"58834","121","804"
"58835","871","27"
"58836","60","844"
"58837","111","687"
"58838","470","633"
"58839","60","558"
"58840","850","453"
"58841","870","468"
"58842","60","599"
"58843","121","757"
"58844","760","547"
"58845","411","337"
"58846","60","595"
"58847","870","319"
"58848","612","505"
"58849","391","796"
"58850","901","226"
"58851","700","19"
"58852","591","264"
"58853","592","276"
"58854","632","657"
"58855","732","313"
"58856","341","544"
"58857","831","95"
"58858","850","127"
"58859","541","185"
"58860","612","885"
"58861","932","883"
"58862","580","883"
"58863","441","348"
"58864","550","804"
"58865","932","486"
"58866","612","276"
"58867","552","19"
"58868","552","303"
"58869","701","313"
"58870","521","259"
"58871","842","468"
"58872","721","256"
"58873","721","337"
"58874","601","883"
"58875","171","736"
"58876","591","337"
"58877","700","19"
"58878","890","23"
"58879","702","336"
"58880","712","254"
"58881","641","434"
"58882","641","438"
"58883","530","259"
"58884","890","23"
"58885","530","243"
"58886","530","453"
"58887","161","259"
"58888","842","387"
"58889","60","588"
"58890","832","447"
"58891","712","254"
"58892","842","156"
"58893","932","5"
"58894","842","14"
"58895","641","443"
"58896","922","376"
"58897","60","337"
"58898","621","505"
"58899","151","744"
"58900","311","364"
"58901","151","667"
"58902","60","567"
"58903","671","277"
"58904","842","157"
"58905","910","387"
"58906","211","777"
"58907","412","354"
"58908","700","337"
"58909","60","558"
"58910","850","337"
"58911","632","243"
"58912","242","668"
"58913","632","389"
"58914","242","668"
"58915","732","385"
"58916","850","19"
"58917","910","423"
"58918","550","53"
"58919","641","435"
"58920","682","804"
"58921","850","195"
"58922","512","316"
"58923","120","33"
"58924","682","243"
"58925","281","33"
"58926","842","468"
"58927","832","338"
"58928","751","885"
"58929","40","217"
"58930","620","243"
"58931","812","677"
"58932","812","319"
"58933","742","347"
"58934","152","19"
"58935","421","19"
"58936","831","207"
"58937","400","873"
"58938","641","435"
"58939","842","167"
"58940","231","19"
"58941","471","889"
"58942","831","95"
"58943","192","45"
"58944","322","19"
"58945","741","426"
"58946","550","313"
"58947","60","567"
"58948","820","445"
"58949","831","167"
"58950","812","84"
"58951","322","889"
"58952","762","449"
"58953","682","13"
"58954","682","274"
"58955","342","518"
"58956","932","337"
"58957","60","865"
"58958","832","447"
"58959","410","804"
"58960","100","633"
"58961","100","888"
"58962","100","883"
"58963","50","804"
"58964","722","453"
"58965","530","259"
"58966","842","156"
"58967","591","264"
"58968","60","567"
"58969","831","447"
"58970","641","435"
"58971","60","865"
"58972","60","53"
"58973","731","27"
"58974","741","426"
"58975","601","339"
"58976","412","5"
"58977","591","347"
"58978","641","433"
"58979","371","197"
"58980","262","315"
"58981","262","386"
"58982","891","75"
"58983","211","365"
"58984","110","518"
"58985","421","364"
"58986","60","589"
"58987","641","435"
"58988","842","453"
"58989","910","417"
"58990","512","269"
"58991","740","385"
"58992","441","338"
"58993","421","804"
"58994","421","444"
"58995","101","806"
"58996","641","438"
"58997","751","514"
"58998","591","877"
"58999","751","505"
"59000","391","777"
"59001","391","777"
"59002","192","889"
"59003","580","316"
"59004","60","573"
"59005","312","313"
"59006","721","256"
"59007","460","69"
"59008","181","73"
"59009","910","379"
"59010","591","877"
"59011","832","486"
"59012","770","468"
"59013","710","23"
"59014","642","274"
"59015","771","275"
"59016","642","276"
"59017","312","645"
"59018","842","156"
"59019","882","53"
"59020","700","389"
"59021","850","313"
"59022","352","44"
"59023","421","226"
"59024","761","406"
"59025","60","566"
"59026","171","315"
"59027","612","263"
"59028","671","277"
"59029","592","243"
"59030","591","264"
"59031","251","804"
"59032","500","315"
"59033","502","337"
"59034","60","588"
"59035","922","376"
"59036","562","889"
"59037","411","856"
"59038","742","385"
"59039","60","575"
"59040","322","59"
"59041","840","95"
"59042","711","319"
"59043","341","55"
"59044","910","418"
"59045","151","744"
"59046","331","19"
"59047","550","734"
"59048","700","453"
"59049","700","376"
"59050","591","264"
"59051","731","319"
"59052","341","529"
"59053","842","95"
"59054","262","313"
"59055","772","458"
"59056","682","274"
"59057","712","254"
"59058","711","253"
"59059","711","253"
"59060","721","313"
"59061","841","178"
"59062","641","438"
"59063","841","178"
"59064","842","156"
"59065","60","573"
"59066","610","777"
"59067","242","779"
"59068","842","453"
"59069","591","379"
"59070","712","449"
"59071","882","59"
"59072","842","157"
"59073","880","186"
"59074","612","514"
"59075","641","337"
"59076","591","264"
"59077","932","5"
"59078","331","385"
"59079","391","633"
"59080","391","313"
"59081","931","227"
"59082","932","379"
"59083","860","329"
"59084","342","683"
"59085","371","633"
"59086","812","446"
"59087","60","599"
"59088","60","599"
"59089","442","19"
"59090","842","157"
"59091","352","44"
"59092","751","505"
"59093","712","19"
"59094","380","796"
"59095","820","204"
"59096","621","243"
"59097","621","337"
"59098","192","518"
"59099","441","19"
"59100","910","418"
"59101","802","159"
"59102","842","14"
"59103","441","27"
"59104","42","313"
"59105","910","423"
"59106","700","426"
"59107","700","313"
"59108","801","456"
"59109","842","426"
"59110","842","687"
"59111","100","796"
"59112","722","19"
"59113","842","468"
"59114","10","479"
"59115","641","385"
"59116","802","459"
"59117","751","505"
"59118","711","27"
"59119","410","883"
"59120","641","313"
"59121","580","534"
"59122","530","507"
"59123","322","888"
"59124","711","375"
"59125","701","383"
"59126","682","243"
"59127","542","19"
"59128","540","259"
"59129","42","313"
"59130","641","435"
"59131","421","226"
"59132","802","159"
"59133","562","259"
"59134","842","156"
"59135","871","228"
"59136","831","95"
"59137","162","777"
"59138","352","65"
"59139","60","558"
"59140","60","558"
"59141","60","567"
"59142","372","785"
"59143","542","259"
"59144","850","313"
"59145","462","766"
"59146","770","468"
"59147","562","259"
"59148","630","29"
"59149","410","805"
"59150","441","315"
"59151","842","804"
"59152","842","308"
"59153","401","808"
"59154","831","446"
"59155","10","479"
"59156","832","447"
"59157","50","368"
"59158","541","313"
"59159","712","426"
"59160","842","156"
"59161","621","243"
"59162","580","268"
"59163","671","277"
"59164","932","633"
"59165","932","5"
"59166","831","19"
"59167","60","585"
"59168","932","5"
"59169","710","337"
"59170","612","243"
"59171","761","406"
"59172","321","547"
"59173","780","457"
"59174","222","753"
"59175","842","468"
"59176","601","443"
"59177","842","453"
"59178","322","216"
"59179","632","243"
"59180","772","458"
"59181","791","159"
"59182","842","453"
"59183","700","337"
"59184","711","253"
"59185","930","486"
"59186","650","243"
"59187","471","875"
"59188","322","57"
"59189","842","315"
"59190","60","567"
"59191","712","486"
"59192","331","389"
"59193","312","518"
"59194","622","389"
"59195","251","19"
"59196","831","95"
"59197","60","593"
"59198","681","185"
"59199","341","27"
"59200","910","313"
"59201","322","364"
"59202","550","337"
"59203","742","195"
"59204","630","243"
"59205","612","885"
"59206","630","264"
"59207","641","438"
"59208","620","505"
"59209","172","736"
"59210","412","95"
"59211","60","865"
"59212","890","23"
"59213","641","19"
"59214","641","444"
"59215","800","19"
"59216","791","469"
"59217","791","469"
"59218","791","469"
"59219","931","813"
"59220","901","453"
"59221","410","805"
"59222","910","418"
"59223","562","259"
"59224","842","156"
"59225","842","157"
"59226","742","774"
"59227","591","243"
"59228","742","365"
"59229","242","633"
"59230","751","514"
"59231","162","13"
"59232","842","157"
"59233","60","59"
"59234","682","243"
"59235","841","178"
"59236","841","178"
"59237","422","883"
"59238","780","457"
"59239","832","889"
"59240","761","407"
"59241","641","436"
"59242","641","436"
"59243","641","436"
"59244","390","779"
"59245","192","757"
"59246","462","585"
"59247","910","883"
"59248","371","796"
"59249","352","708"
"59250","671","277"
"59251","412","355"
"59252","842","436"
"59253","910","418"
"59254","932","418"
"59255","901","575"
"59256","772","319"
"59257","421","318"
"59258","741","859"
"59259","851","458"
"59260","711","313"
"59261","410","804"
"59262","422","575"
"59263","820","445"
"59264","400","824"
"59265","831","319"
"59266","601","686"
"59267","60","313"
"59268","772","469"
"59269","531","804"
"59270","910","418"
"59271","910","418"
"59272","932","64"
"59273","852","164"
"59274","840","95"
"59275","531","243"
"59276","621","243"
"59277","60","573"
"59278","161","777"
"59279","932","69"
"59280","831","95"
"59281","831","95"
"59282","530","259"
"59283","822","319"
"59284","500","805"
"59285","932","69"
"59286","841","313"
"59287","932","426"
"59288","322","683"
"59289","850","213"
"59290","601","877"
"59291","282","709"
"59292","591","889"
"59293","910","436"
"59294","760","668"
"59295","712","16"
"59296","931","365"
"59297","191","315"
"59298","172","735"
"59299","832","95"
"59300","741","426"
"59301","901","27"
"59302","812","446"
"59303","401","808"
"59304","441","386"
"59305","921","23"
"59306","842","157"
"59307","871","449"
"59308","601","805"
"59309","842","156"
"59310","771","19"
"59311","771","275"
"59312","842","157"
"59313","831","95"
"59314","762","435"
"59315","211","856"
"59316","762","435"
"59317","500","269"
"59318","120","33"
"59319","120","774"
"59320","842","156"
"59321","842","156"
"59322","831","389"
"59323","211","856"
"59324","42","313"
"59325","322","64"
"59326","712","19"
"59327","712","19"
"59328","421","226"
"59329","120","777"
"59330","120","777"
"59331","682","243"
"59332","441","19"
"59333","530","243"
"59334","932","64"
"59335","322","525"
"59336","700","19"
"59337","291","633"
"59338","831","446"
"59339","591","243"
"59340","671","277"
"59341","521","243"
"59342","731","13"
"59343","922","27"
"59344","800","186"
"59345","100","19"
"59346","842","156"
"59347","800","189"
"59348","842","313"
"59349","581","268"
"59350","842","453"
"59351","932","335"
"59352","771","19"
"59353","842","157"
"59354","711","315"
"59355","842","156"
"59356","820","337"
"59357","560","889"
"59358","300","783"
"59359","550","804"
"59360","172","734"
"59361","641","805"
"59362","60","853"
"59363","772","458"
"59364","641","435"
"59365","871","467"
"59366","641","19"
"59367","591","426"
"59368","530","259"
"59369","601","274"
"59370","601","274"
"59371","601","889"
"59372","60","585"
"59373","410","19"
"59374","601","877"
"59375","641","435"
"59376","462","505"
"59377","462","276"
"59378","60","519"
"59379","850","143"
"59380","172","13"
"59381","831","164"
"59382","890","23"
"59383","591","264"
"59384","42","75"
"59385","852","164"
"59386","770","468"
"59387","932","337"
"59388","682","274"
"59389","842","14"
"59390","842","156"
"59391","342","525"
"59392","60","567"
"59393","411","337"
"59394","60","865"
"59395","770","468"
"59396","641","436"
"59397","761","406"
"59398","831","207"
"59399","441","338"
"59400","211","364"
"59401","842","443"
"59402","730","315"
"59403","531","883"
"59404","641","453"
"59405","410","883"
"59406","831","389"
"59407","760","668"
"59408","121","888"
"59409","831","449"
"59410","831","449"
"59411","341","529"
"59412","831","313"
"59413","831","444"
"59414","802","444"
"59415","550","518"
"59416","842","313"
"59417","722","319"
"59418","932","313"
"59419","630","276"
"59420","262","216"
"59421","601","276"
"59422","650","274"
"59423","842","387"
"59424","60","567"
"59425","650","243"
"59426","171","774"
"59427","881","313"
"59428","932","55"
"59429","842","313"
"59430","60","573"
"59431","342","683"
"59432","751","759"
"59433","641","276"
"59434","641","276"
"59435","641","313"
"59436","712","313"
"59437","400","466"
"59438","630","666"
"59439","831","96"
"59440","591","426"
"59441","591","264"
"59442","461","518"
"59443","772","458"
"59444","641","435"
"59445","802","194"
"59446","831","337"
"59447","641","435"
"59448","612","313"
"59449","342","315"
"59450","840","83"
"59451","641","19"
"59452","641","436"
"59453","641","435"
"59454","842","14"
"59455","601","243"
"59456","762","449"
"59457","932","5"
"59458","591","29"
"59459","910","418"
"59460","871","377"
"59461","612","505"
"59462","641","444"
"59463","10","479"
"59464","11","479"
"59465","10","479"
"59466","531","243"
"59467","531","389"
"59468","831","447"
"59469","40","633"
"59470","172","734"
"59471","462","216"
"59472","831","207"
"59473","831","207"
"59474","60","558"
"59475","641","435"
"59476","752","523"
"59477","732","19"
"59478","752","523"
"59479","712","16"
"59480","712","16"
"59481","600","264"
"59482","910","313"
"59483","242","883"
"59484","832","444"
"59485","10","479"
"59486","621","243"
"59487","621","337"
"59488","10","479"
"59489","10","479"
"59490","410","883"
"59491","331","777"
"59492","641","434"
"59493","850","159"
"59494","20","199"
"59495","932","313"
"59496","410","805"
"59497","820","445"
"59498","852","453"
"59499","842","453"
"59500","702","59"
"59501","472","313"
"59502","562","777"
"59503","60","865"
"59504","60","567"
"59505","621","337"
"59506","682","274"
"59507","802","459"
"59508","641","434"
"59509","41","804"
"59510","641","19"
"59511","41","804"
"59512","41","889"
"59513","60","844"
"59514","831","447"
"59515","842","157"
"59516","30","336"
"59517","760","637"
"59518","581","337"
"59519","760","783"
"59520","241","259"
"59521","871","19"
"59522","50","804"
"59523","700","313"
"59524","612","514"
"59525","110","769"
"59526","110","769"
"59527","120","19"
"59528","120","389"
"59529","640","267"
"59530","850","467"
"59531","850","143"
"59532","842","155"
"59533","812","84"
"59534","751","514"
"59535","731","469"
"59536","100","686"
"59537","101","337"
"59538","910","425"
"59539","60","356"
"59540","592","274"
"59541","591","243"
"59542","931","389"
"59543","42","699"
"59544","702","25"
"59545","880","176"
"59546","880","186"
"59547","560","259"
"59548","391","647"
"59549","842","453"
"59550","60","585"
"59551","932","547"
"59552","441","348"
"59553","60","573"
"59554","892","167"
"59555","722","313"
"59556","391","647"
"59557","842","387"
"59558","441","529"
"59559","580","268"
"59560","601","877"
"59561","641","435"
"59562","641","444"
"59563","850","453"
"59564","901","453"
"59565","601","243"
"59566","120","214"
"59567","850","469"
"59568","850","469"
"59569","331","785"
"59570","641","435"
"59571","100","686"
"59572","641","436"
"59573","871","377"
"59574","842","335"
"59575","901","313"
"59576","60","567"
"59577","650","243"
"59578","650","274"
"59579","842","157"
"59580","842","155"
"59581","850","335"
"59582","620","263"
"59583","172","313"
"59584","60","558"
"59585","100","686"
"59586","562","804"
"59587","761","407"
"59588","910","174"
"59589","172","873"
"59590","60","566"
"59591","762","426"
"59592","641","444"
"59593","802","459"
"59594","612","319"
"59595","630","264"
"59596","682","276"
"59597","341","573"
"59598","850","486"
"59599","341","708"
"59600","671","277"
"59601","611","274"
"59602","850","435"
"59603","711","315"
"59604","60","573"
"59605","60","865"
"59606","641","436"
"59607","151","769"
"59608","60","567"
"59609","412","354"
"59610","60","567"
"59611","682","873"
"59612","471","814"
"59613","910","337"
"59614","762","449"
"59615","712","19"
"59616","712","254"
"59617","11","473"
"59618","11","473"
"59619","11","473"
"59620","400","889"
"59621","842","14"
"59622","842","157"
"59623","200","777"
"59624","881","434"
"59625","60","804"
"59626","541","243"
"59627","632","657"
"59628","812","84"
"59629","511","259"
"59630","832","95"
"59631","11","473"
"59632","60","883"
"59633","802","468"
"59634","60","567"
"59635","60","567"
"59636","60","865"
"59637","741","426"
"59638","842","156"
"59639","40","633"
"59640","251","588"
"59641","60","566"
"59642","441","348"
"59643","270","575"
"59644","601","877"
"59645","831","206"
"59646","102","575"
"59647","60","865"
"59648","831","207"
"59649","752","523"
"59650","880","176"
"59651","880","385"
"59652","612","243"
"59653","660","243"
"59654","682","274"
"59655","850","315"
"59656","400","825"
"59657","922","27"
"59658","630","264"
"59659","391","259"
"59660","270","215"
"59661","591","276"
"59662","800","186"
"59663","702","378"
"59664","380","518"
"59665","711","19"
"59666","832","436"
"59667","111","804"
"59668","42","315"
"59669","60","558"
"59670","712","254"
"59671","760","517"
"59672","842","387"
"59673","472","889"
"59674","901","5"
"59675","400","633"
"59676","751","505"
"59677","751","337"
"59678","10","479"
"59679","641","435"
"59680","60","575"
"59681","10","479"
"59682","832","447"
"59683","11","479"
"59684","882","59"
"59685","831","203"
"59686","41","855"
"59687","671","277"
"59688","11","473"
"59689","842","156"
"59690","11","473"
"59691","842","156"
"59692","550","799"
"59693","751","505"
"59694","550","799"
"59695","700","19"
"59696","872","185"
"59697","460","696"
