"","ind_70_final","ind_80","occ_70_final","occ_80"
"65298",619,671,264,277
"74448",669,641,914,433
"67551",628,601,245,243
"28080",219,351,602,785
"103158",838,831,925,447
"20796",178,311,461,637
"28823",219,351,610,797
"91946",769,761,980,406
"58488",587,532,245,243
"16032",128,252,410,563
"106132",849,841,31,178
"77443",669,641,910,434
"76912",669,641,915,435
"33691",268,100,916,444
"46001",379,210,381,365
"36141",307,132,694,795
"8431",68,60,436,599
"87011",718,712,395,379
"50413",417,410,715,804
"26889",208,342,602,683
"18900",158,282,602,785
"91678",769,761,755,486
"16334",138,262,690,719
"12825",77,60,751,869
"37582",317,142,643,888
"10864",69,60,522,585
"94588",777,762,915,435
"121754",917,932,320,316
"113032",857,842,143,155
"115558",858,850,372,313
"87500",718,712,270,254
"16118",137,261,694,777
"111961",857,842,142,156
"9813",69,60,522,585
"121008",907,412,361,354
"19851",168,300,1,23
"124638",927,921,363,254
"21430",187,320,561,634
"90035",749,750,764,887
"20846",178,311,692,777
"45698",379,210,245,19
"112367",857,842,144,157
"124464",927,910,964,418
"4082",18,11,740,479
"14985",118,242,690,777
"59624",559,531,205,29
"77791",669,641,915,435
"49044",409,402,714,809
"8833",68,60,751,869
"60290",587,562,305,337
"92010",769,761,984,407
"106315",849,841,370,313
"7278",67,60,415,567
"48210",407,400,441,633
"83019",707,700,301,383
"42016",338,171,260,256
"76746",669,641,915,435
"32182",258,292,692,777
"4159",18,20,481,508
"37103",18,11,801,473
"88564",737,731,372,313
"98694",828,812,75,95
"33763",268,100,694,889
"52955",448,441,33,165
"32600",259,391,690,785
"104264",838,831,926,207
"73603",667,632,372,313
"90914",757,751,472,514
"94226",777,762,901,449
"66089",628,601,310,276
"125903",937,930,755,486
"23258",197,331,602,785
"77719",669,641,230,19
"32036",248,380,461,637
"125141",937,910,964,418
"100216",838,831,925,447
"56318",508,541,325,335
"106560",857,842,912,436
"90727",757,751,473,505
"126629",937,900,962,426
"87373",718,712,372,313
"104195",838,831,926,207
"34651",278,102,624,799
"107861",857,842,142,156
"127086",937,910,492,547
"6877",67,60,305,337
"84795",717,711,391,315
"61596",668,640,283,266
"90104",749,750,245,503
"45055",369,192,780,889
"103419",838,831,364,319
"118123",917,922,93,167
"105468",848,830,75,95
"125418",937,921,305,337
"68795",287,111,283,274
"74962",669,641,915,435
"15055",118,242,753,878
"111764",857,842,32,164
"3639",17,11,821,477
"60273",587,501,245,19
"124768",927,901,31,178
"77787",669,641,915,435
"121344",917,901,391,315
"68496",629,602,305,337
"56569",527,550,625,799
"60778",377,200,372,313
"89937",748,742,220,19
"106345",849,841,370,313
"21663",187,320,233,13
"3074",17,11,801,473
"70744",648,621,473,505
"69230",639,612,245,269
"9896",69,60,430,575
"112454",857,842,903,448
"19665",167,291,656,706
"52572",448,441,554,503
"52318",447,440,171,228
"83477",708,702,372,313
"92243",769,761,980,406
"68632",287,111,705,806
"43223",339,172,530,734
"88299",357,181,44,78
"23228",187,320,481,547
"50530",417,410,715,804
"96712",787,772,944,458
"7140",67,60,415,567
"16485",139,270,441,633
"22489",189,322,14,57
"69746",639,612,245,243
"21935",188,321,303,339
"57601",269,101,245,243
"28297",219,351,36,67
"108784",857,842,142,156
"124472",927,930,222,5
"56886",527,550,282,259
"125539",937,910,30,179
"62037",609,591,283,274
"47603",407,400,245,359
"63675",609,591,283,274
"20734",178,311,622,766
"70871",648,621,473,505
"82551",707,700,202,25
"72305",657,630,283,264
"19683",167,291,690,777
"111982",857,842,144,157
"49118",417,410,715,804
"106845",857,842,142,156
"92067",769,761,925,447
"51180",419,420,221,828
"95073",478,471,751,873
"77035",669,641,915,435
"26612",208,342,680,783
"32304",258,292,602,785
"298",17,10,801,473
"56481",509,542,305,337
"79214",677,642,283,274
"104784",839,832,902,449
"16587",139,270,530,734
"89297",748,742,645,633
"59336",558,552,305,337
"105578",848,840,80,203
"61721",608,581,283,268
"82084",708,701,202,25
"27588",219,351,441,633
"31725",247,372,753,883
"66061",628,601,283,274
"32183",258,292,462,639
"5223",49,42,360,338
"44685",367,191,690,725
"60068",569,502,1,23
"99942",838,831,370,313
"47287",407,400,375,386
"27156",209,350,415,567
"51680",427,421,390,318
"80881",697,682,283,274
"45522",379,211,690,859
"124648",927,930,755,486
"48699",408,401,714,809
"38793",319,151,663,744
"16779",139,270,610,797
"122022",917,931,222,5
"25635",208,342,22,258
"66692",628,601,245,243
"107748",857,842,382,387
"94956",887,881,430,575
"5998",67,60,751,869
"14497",109,241,245,769
"103126",838,831,75,447
"90891",757,751,472,514
"103801",838,831,75,95
"38892",319,151,663,744
"83874",709,710,271,255
"75405",669,641,310,276
"51603",427,421,471,503
"82569",707,700,202,303
"64037",627,600,245,19
"45629",379,211,441,633
"27533",219,351,650,708
"68591",629,602,245,243
"40870",328,160,45,73
"26693",208,342,325,335
"114948",858,850,113,134
"57558",527,550,705,806
"67052",628,601,310,276
"80010",688,672,715,804
"17167",139,270,522,585
"103566",838,831,925,447
"90662",757,751,473,505
"57512",637,610,245,243
"30482",227,352,535,653
"96417",787,772,944,458
"55780",507,500,342,344
"108727",857,842,142,156
"69863",639,612,284,263
"55508",478,471,410,553
"102611",838,831,75,95
"98443",809,802,194,194
"29398",227,352,55,65
"100127",839,832,391,315
"29428",227,352,652,704
"82320",707,700,202,25
"72865",657,630,283,264
"90232",749,750,245,803
"23277",197,331,312,303
"18862",158,282,962,426
"105767",848,840,921,445
"40800",329,161,325,335
"44755",368,192,715,804
"21002",179,312,561,634
"77081",669,641,912,437
"94703",777,762,934,466
"46647",389,221,663,745
"34670",279,110,641,756
"42499",339,172,245,19
"114671",858,850,195,19
"118383",887,881,31,178
"99509",829,820,62,85
"94823",887,881,372,313
"22427",189,322,602,683
"86192",887,881,265,253
"29771",227,352,12,55
"102745",838,831,75,95
"49650",417,410,753,883
"81766",707,700,903,453
"35256",288,112,441,633
"66625",628,601,762,877
"42243",339,172,530,734
"20116",168,300,374,364
"79061",677,642,395,379
"56513",509,542,282,259
"43957",248,380,610,796
"89958",748,742,326,375
"59131",539,530,372,313
"118847",888,882,14,57
"121661",917,932,222,5
"97879",807,800,645,774
"113303",857,842,144,157
"70668",648,621,623,885
"106435",849,841,372,313
"4073",18,20,72,86
"31103",229,361,652,637
"123216",917,901,372,313
"115570",858,850,372,313
"99687",829,820,921,445
"84894",717,711,326,375
"80978",697,682,283,274
"106129",849,841,31,178
"22754",197,331,374,364
"15986",128,252,715,804
"123076",917,922,395,379
"84608",717,711,326,375
"47705",407,400,785,889
"105792",848,840,372,313
"92392",769,761,980,406
"31831",248,380,641,756
"105977",849,841,372,313
"20311",168,300,690,785
"41930",338,171,266,278
"75767",669,641,385,348
"103366",838,831,902,449
"113517",857,842,240,14
"96028",787,772,942,468
"6085",67,60,415,567
"96589",787,772,944,458
"85506",717,711,372,313
"103554",828,812,75,95
"65608",627,600,245,243
"22605",197,331,652,704
"121532",917,901,372,313
"28298",219,351,561,634
"47325",407,400,712,825
"7107",67,60,680,633
"107717",857,842,141,159
"103533",848,840,80,203
"118437",887,881,101,19
"15619",119,250,643,888
"29324",227,352,602,636
"45167",377,200,372,313
"24653",207,341,372,313
"21350",187,320,14,57
"111553",857,842,142,156
"17458",147,271,441,633
"1041",17,10,801,473
"67126",628,601,762,877
"71570",648,621,623,885
"111632",857,842,144,157
"333",17,11,822,479
"14838",118,242,706,856
"100239",838,831,925,447
"26488",208,342,23,166
"6141",67,60,233,13
"9872",69,60,430,555
"66285",628,601,310,276
"69523",639,612,473,505
"39271",319,151,663,744
"5541",57,50,436,853
"58226",537,521,395,379
"74126",668,640,284,267
"89785",748,742,345,385
"51866",427,421,321,376
"20957",179,312,314,275
"126976",937,910,964,418
"95628",779,771,611,747
"93390",769,761,982,407
"45308",377,200,404,643
"86160",717,711,265,253
"16757",139,270,695,779
"19142",158,282,612,769
"21299",179,312,192,197
"60168",328,160,690,777
"65960",628,601,231,13
"101673",838,831,83,206
"103411",838,831,926,207
"5684",57,50,715,804
"106033",849,841,391,315
"92081",769,761,980,406
"104640",839,832,916,439
"5854",67,60,245,19
"3809",17,10,822,479
"37478",317,142,753,878
"37124",317,142,491,547
"46755",389,221,325,335
"35020",287,111,233,13
"98622",828,812,65,84
"17128",139,270,706,856
"75985",669,641,230,19
"93828",777,762,912,436
"12694",77,60,510,599
"123709",917,932,485,523
"98703",828,812,65,84
"65329",619,671,264,277
"119828",897,891,6,44
"97887",807,800,415,567
"79317",677,642,441,243
"81973",707,700,321,376
"22409",189,322,454,703
"95353",779,771,314,275
"9418",69,60,305,337
"235",17,10,801,473
"32979",259,391,535,653
"119045",888,882,161,218
"7487",68,60,441,558
"49677",417,410,715,804
"47095",398,392,305,337
"1643",17,11,801,473
"79718",679,582,245,19
"89381",748,742,192,197
"73140",658,631,762,877
"31713",327,152,360,305
"79308",677,642,283,274
"66741",628,601,283,274
"62834",609,591,325,335
"53172",448,441,391,315
"47133",118,242,563,668
"25424",208,342,681,777
"51860",427,421,325,335
"41017",337,162,610,796
"431",17,10,801,473
"30002",227,352,535,653
"55984",507,500,282,269
"19041",158,282,535,558
"116330",867,851,223,19
"69441",639,612,245,243
"95220",779,771,611,747
"24885",208,342,602,683
"81666",707,700,301,383
"15591",119,250,753,883
"23786",197,331,245,19
"62612",609,591,643,888
"89948",748,742,313,378
"123921",917,932,492,547
"103038",838,831,395,379
"119338",889,890,1,25
"45480",378,201,715,804
"92354",769,761,980,406
"65428",627,600,422,734
"100319",838,831,65,84
"29256",219,351,502,544
"48031",407,400,552,529
"69128",639,612,473,505
"71466",648,621,623,885
"7797",68,60,550,633
"24671",207,341,602,785
"64070",609,591,305,337
"95629",779,771,395,379
"7402",68,60,715,804
"32251",258,362,153,213
"66805",628,601,310,276
"55091",469,461,56,8
"106984",857,842,144,157
"27506",219,351,680,783
"12113",69,60,415,567
"12251",69,60,520,584
"106115",849,841,31,178
"73802",667,632,563,668
"117468",697,682,233,13
"122686",917,932,13,26
"72540",657,630,305,337
"95197",779,771,630,748
"15035",118,242,281,259
"36408",307,132,375,386
"63721",609,591,283,274
"41579",338,171,266,278
"103754",838,831,394,379
"105769",848,840,212,14
"31615",247,372,610,796
"124699",927,921,222,25
"93869",777,762,310,276
"17290",259,391,656,706
"79533",679,582,231,13
"124619",927,931,964,418
"103931",838,831,925,447
"30070",227,352,510,759
"78035",669,641,912,436
"38183",319,151,551,667
"4184",18,20,694,777
"19677",167,291,461,633
"111436",857,842,912,436
"59615",559,531,780,889
"110459",857,842,174,163
"110947",857,842,144,157
"1651",17,10,801,473
"73744",667,632,715,804
"22510",197,331,360,338
"997",178,311,282,259
"113508",857,842,144,157
"103911",838,831,925,447
"62102",609,591,305,337
"125781",68,60,441,558
"116886",877,880,86,176
"62494",617,592,394,389
"80179",689,681,245,185
"10247",69,60,502,544
"71336",648,621,623,885
"84555",717,711,245,19
"5159",49,42,640,617
"75033",669,641,230,19
"18208",149,280,610,796
"103990",838,831,925,447
"111874",857,842,240,14
"68375",628,601,634,888
"73832",667,632,245,19
"107225",857,842,142,156
"83367",708,701,301,383
"113016",857,842,142,156
"111752",857,842,144,157
"23086",197,331,652,704
"65407",657,630,245,243
"86839",718,712,270,254
"38636",319,151,663,744
"2998",17,10,801,473
"17073",139,270,323,363
"103609",838,831,75,95
"21598",187,320,372,313
"115795",858,850,114,118
"13720",107,230,662,727
"50015",417,410,395,379
"65028",619,671,264,277
"106585",857,862,143,155
"37784",318,150,281,259
"52419",448,441,395,379
"23733",197,331,441,633
"48553",408,401,753,883
"62720",609,591,394,389
"126086",937,910,964,418
"53763",448,441,385,348
"87967",728,722,902,453
"115091",858,850,140,154
"53708",448,441,385,348
"13366",68,60,436,855
"75096",669,641,283,438
"85932",717,711,265,253
"65126",619,671,264,277
"49306",417,410,245,19
"68794",637,610,912,436
"111077",857,842,382,387
"111388",857,842,144,157
"114339",858,850,122,124
"92448",769,761,984,407
"77655",669,641,912,436
"66539",628,601,245,19
"60288",508,541,282,259
"14025",107,230,761,496
"119007",888,882,372,313
"10220",69,60,245,19
"17227",139,270,245,19
"83457",708,702,313,378
"20285",168,300,281,259
"25583",208,342,692,777
"33324",259,390,665,784
"40165",328,160,441,633
"19674",147,270,233,13
"13425",77,60,415,567
"41691",338,171,394,389
"85983",717,711,265,253
"22906",197,331,162,216
"80234",689,681,705,805
"473",17,10,801,473
"53413",448,441,552,529
"4282",19,21,755,486
"50829",418,411,706,856
"107269",857,842,142,156
"31896",248,380,372,313
"58985",539,530,245,243
"42820",147,270,481,518
"5773",67,60,415,567
"13650",107,230,761,496
"56094",507,500,461,637
"111865",857,842,372,313
"395",17,10,822,479
"72671",657,630,283,264
"119330",738,732,1,25
"57364",527,550,631,686
"3050",17,10,801,473
"52853",448,441,385,348
"31648",247,372,152,217
"34944",287,111,705,806
"23037",197,331,14,57
"24484",207,341,374,364
"5556",57,50,640,617
"24120",199,340,602,785
"82983",708,701,202,7
"89906",748,742,695,889
"45529",379,211,610,796
"75839",669,641,915,435
"33519",268,100,610,796
"40752",329,161,233,13
"82047",707,700,202,25
"15721",127,251,715,804
"31523",239,371,602,785
"69060",638,611,694,889
"102060",838,831,925,447
"55924",507,500,282,269
"36954",317,142,672,738
"5655",57,50,715,804
"36010",299,130,753,883
"81682",707,700,202,7
"33807",268,100,441,633
"101959",838,831,925,447
"33326",259,390,372,313
"97790",807,800,225,33
"94432",669,641,245,19
"100220",838,831,75,95
"27009",209,350,461,637
"50899",418,411,441,633
"93857",777,762,245,19
"54867",468,462,545,696
"106680",857,842,142,156
"55401",478,471,754,875
"58200",537,521,305,337
"34120",269,101,305,337
"5843",67,60,372,313
"123543",917,932,394,389
"120649",907,412,361,354
"3240",17,10,822,479
"114628",858,850,561,637
"80053",688,672,210,7
"30185",227,352,56,27
"25135",207,341,602,785
"126335",937,910,964,418
"49528",417,410,315,359
"17866",148,272,601,593
"66462",628,601,310,276
"66769",628,601,310,303
"41469",338,171,422,736
"100681",838,831,75,95
"18942",158,282,644,759
"52751",448,441,345,385
"30306",227,362,690,725
"27738",219,351,602,785
"106107",849,841,372,313
"84327",717,711,372,313
"124225",927,931,391,315
"98223",339,172,355,347
"83775",709,710,345,309
"55233",477,470,715,804
"58333",537,521,282,259
"46742",389,221,663,745
"76437",669,641,912,436
"26383",208,342,681,777
"82587",707,700,305,337
"102086",838,831,391,315
"104445",839,832,925,447
"126575",937,910,372,313
"13168",77,60,421,588
"7837",68,60,421,588
"70631",647,620,283,269
"76184",807,800,185,186
"1908",17,11,801,473
"46998",398,392,612,769
"57722",528,551,690,633
"126357",937,910,961,417
"64367",609,591,283,264
"11279",69,60,534,595
"98478",809,802,145,159
"7312",67,60,364,319
"126018",937,931,321,376
"82477",707,700,301,383
"24820",207,341,753,883
"100572",838,831,902,449
"18640",157,281,245,19
"92522",769,761,984,407
"1258",17,11,801,473
"60266",587,562,762,877
"77966",669,641,915,435
"75483",669,641,310,276
"107707",857,842,305,337
"99822",829,820,426,678
"105758",848,922,312,303
"111717",857,842,142,156
"126035",937,910,222,5
"47148",118,242,644,759
"17809",147,271,522,557
"62435",609,591,283,274
"124473",68,60,213,35
"11360",69,60,522,585
"60603",587,562,282,259
"17933",148,272,656,706
"96431",787,772,944,458
"61921",647,620,283,268
"105850",849,841,31,178
"20466",169,301,680,783
"12569",77,60,715,804
"7065",67,60,245,558
"118691",888,882,183,185
"29202",219,351,441,633
"116810",877,880,86,176
"9276",69,60,512,583
"2195",17,11,801,473
"108770",857,842,912,436
"25341",209,350,153,213
"122172",347,192,372,313
"109316",857,842,142,156
"55445",448,441,245,306
"115052",858,850,140,154
"32953",227,352,602,785
"2681",17,10,801,473
"65354",619,671,264,277
