Index,IND.1971.1982,IND.1983.1991,IND.1992.2002,IND.2003.2008,IND.2009.2013,IND.2014.2019,IND.2020.
699,449,442,440,6690,6690,6690,6690
700,738,742,741,6690,6690,6690,6690
701,897,742,741,6690,6690,6690,6690
702,448,441,441,6690,6690,6690,6690
703,798,742,741,6690,6690,6690,6690
704,449,442,442,6690,6690,6690,6690
705,447,440,440,6690,6690,6690,6690
706,748,742,741,6690,6690,6690,6690
707,449,442,440,6692,6690,6690,6690
708,448,441,441,6692,6690,6690,6690
709,449,442,442,6692,6690,6690,6690
710,447,440,440,6692,6690,6690,6690
711,748,742,741,6692,6690,6690,6690
712,897,742,741,6692,6690,6690,6690
713,738,742,741,6692,6690,6690,6690
714,798,742,741,6692,6690,6690,6690
715,889,740,732,6695,6695,6695,6695
716,739,740,732,6695,6695,6695,6695
717,748,742,741,6695,6695,6695,6695
718,798,742,741,6695,6695,6695,6695
719,897,742,741,6695,6695,6695,6695
720,738,742,741,6695,6695,6695,6695
721,859,852,852,6770,6770,6770,6770
722,798,742,741,6780,6780,6780,6780
723,748,742,741,6780,6780,6780,6780
724,739,740,732,6780,6780,6780,6780
725,889,740,732,6780,6780,6780,6780
726,747,741,740,6780,6780,6780,6780
727,738,742,741,6780,6780,6780,6780
728,897,742,741,6780,6780,6780,6780
729,748,702,702,6870,6870,6870,6870
730,707,700,700,6870,6870,6870,6870
731,707,702,702,6870,6870,6870,6870
732,708,702,702,6870,6870,6870,6870
733,917,702,702,6870,6870,6870,6870
734,708,702,702,6880,6880,6880,6880
735,708,701,701,6880,6880,6880,6880
736,707,702,701,6880,6880,6880,6880
737,917,702,701,6880,6880,6880,6880
738,708,702,701,6880,6880,6880,6880
739,707,702,702,6880,6880,6880,6880
740,748,702,702,6880,6880,6880,6880
741,917,702,702,6880,6880,6880,6880
742,748,702,701,6880,6880,6880,6880
743,697,682,682,6890,6890,6890,6890
744,748,742,741,6890,6890,6890,6890
745,738,742,741,6890,6890,6890,6890
746,897,742,741,6890,6890,6890,6890
747,748,702,702,6890,6890,6890,6890
748,449,442,442,6890,6890,6890,6890
749,707,700,700,6890,6890,6890,6890
750,707,702,702,6890,6890,6890,6890
751,798,742,741,6890,6890,6890,6890
752,917,702,702,6890,6890,6890,6890
753,708,702,702,6890,6890,6890,6890
754,718,712,712,6970,6970,6970,6970
755,748,702,702,6970,6970,6970,6970
756,748,742,741,6970,6970,6970,6970
757,708,702,702,6970,6970,6970,6970
758,798,742,741,6970,6970,6970,6970
759,897,742,741,6970,6970,6970,6970
760,917,702,702,6970,6970,6970,6970
761,707,702,702,6970,6970,6970,6970
762,707,700,700,6970,6970,6970,6970
763,717,711,711,6970,6970,6970,6970
764,738,742,741,6970,6970,6970,6970
765,709,710,710,6970,6970,6970,6970
766,717,711,711,6990,6990,6990,6991
767,717,711,711,6990,6990,6990,6992
768,749,750,770,7070,7070,7070,7071
769,749,750,770,7070,7070,7070,7072
770,418,411,411,7070,7070,7070,7071
771,418,411,411,7070,7070,7070,7072
772,917,930,810,7070,7070,7070,7071
773,917,930,810,7070,7070,7070,7072
774,718,712,712,7070,7070,7070,7071
775,718,712,712,7070,7070,7070,7072
776,778,770,770,7070,7070,7070,7071
777,778,770,770,7070,7070,7070,7072
778,808,801,810,7070,7070,7070,7071
779,808,801,810,7070,7070,7070,7072
780,937,930,810,7070,7070,7070,7071
781,937,930,810,7070,7070,7070,7072
782,809,802,810,7070,7070,7070,7071
783,809,802,810,7070,7070,7070,7072
784,408,802,810,7070,7070,7070,7071
785,408,802,810,7070,7070,7070,7072
786,778,762,762,7070,7070,7070,7071
787,778,762,762,7070,7070,7070,7072
788,927,930,810,7070,7070,7070,7071
789,927,930,810,7070,7070,7070,7072
790,777,762,762,7070,7070,7070,7071
791,777,762,762,7070,7070,7070,7072
792,798,791,810,7070,7070,7070,7071
793,798,791,810,7070,7070,7070,7072
794,749,750,742,7080,7080,7080,7080
795,897,742,741,7080,7080,7080,7080
796,738,742,741,7080,7080,7080,7080
797,798,742,741,7080,7080,7080,7080
798,748,742,741,7080,7080,7080,7080
799,807,800,801,7170,7170,7170,7181
800,738,742,741,7180,7180,7180,7181
801,798,742,741,7180,7180,7180,7181
802,738,732,791,7180,7180,7180,7181
803,748,742,741,7180,7180,7180,7181
804,798,791,791,7180,7180,7180,7181
805,897,742,741,7180,7180,7180,7181
806,739,740,732,7190,7190,7190,7190
807,748,742,741,7190,7190,7190,7190
808,889,740,732,7190,7190,7190,7190
809,738,742,741,7190,7190,7190,7190
810,897,742,741,7190,7190,7190,7190
811,429,432,432,7190,7190,7190,7190
812,798,742,741,7190,7190,7190,7190
813,709,710,710,7190,7190,7190,7190
814,718,712,712,7270,7270,7270,7270
815,897,742,741,7270,7270,7270,7270
816,738,742,741,7270,7270,7270,7270
817,798,742,741,7270,7270,7270,7270
818,849,841,841,7270,7270,7270,7270
819,878,841,841,7270,7270,7270,7270
820,748,742,741,7270,7270,7270,7270
821,738,732,791,7280,7280,7280,7280
822,798,791,791,7280,7280,7280,7280
823,738,732,892,7280,7280,7280,7280
824,889,890,890,7280,7280,7280,7280
825,738,732,892,7290,7290,7290,7290
826,897,892,893,7290,7290,7290,7290
827,67,60,60,7290,7290,7290,7290
828,19,21,20,7290,7290,7290,7290
829,69,60,60,7290,7290,7290,7290
830,77,60,60,7290,7290,7290,7290
831,897,891,891,7290,7290,7290,7290
832,738,742,741,7290,7290,7290,7290
833,937,882,882,7290,7290,7290,7290
834,897,742,741,7290,7290,7290,7290
835,49,42,42,7290,7290,7290,7290
836,888,882,882,7290,7290,7290,7290
837,219,351,351,7290,7290,7290,7290
838,729,730,891,7290,7290,7290,7290
839,798,742,741,7290,7290,7290,7290
840,748,742,741,7290,7290,7290,7290
841,68,60,60,7290,7290,7290,7290
842,717,711,711,7290,7290,7290,7290
843,748,742,741,7370,7370,7370,7370
844,738,742,741,7370,7370,7370,7370
845,798,742,741,7370,7370,7370,7370
846,897,742,741,7370,7370,7370,7370
847,738,732,892,7370,7370,7370,7370
848,897,742,741,7380,7380,7380,7380
849,889,740,732,7380,7380,7380,7380
850,738,742,741,7380,7380,7380,7380
851,798,742,741,7380,7380,7380,7380
852,748,742,741,7380,7380,7380,7380
853,739,740,732,7380,7380,7380,7380
854,737,731,731,7390,7390,7390,7390
855,897,742,741,7390,7390,7390,7390
856,848,731,731,7390,7390,7390,7390
857,798,742,741,7390,7390,7390,7390
858,717,711,711,7390,7390,7390,7390
859,897,892,893,7390,7390,7390,7390
860,738,732,892,7390,7390,7390,7390
861,748,742,741,7390,7390,7390,7390
862,738,742,741,7390,7390,7390,7390
863,897,891,891,7460,7460,7460,7460
864,729,730,891,7460,7460,7460,7460
865,897,892,893,7460,7460,7460,7460
866,738,742,741,7470,7470,7470,7470
867,738,732,892,7470,7470,7470,7470
868,508,562,562,7470,7470,7470,7470
869,727,721,721,7470,7470,7470,7470
870,587,562,562,7470,7470,7470,7470
871,897,742,741,7470,7470,7470,7470
872,798,742,741,7470,7470,7470,7470
873,748,742,741,7470,7470,7470,7470
874,18,20,12,7480,7480,7480,7480
875,738,732,791,7490,7490,7490,7490
876,897,891,891,7490,7490,7490,7490
877,738,742,741,7490,7490,7490,7490
878,897,742,741,7490,7490,7490,7490
879,729,730,891,7490,7490,7490,7490
880,748,742,741,7490,7490,7490,7490
881,738,732,892,7490,7490,7490,7490
882,798,742,741,7490,7490,7490,7490
883,897,892,893,7490,7490,7490,7490
884,798,791,791,7490,7490,7490,7490
885,49,42,42,7570,7570,7570,7570
886,709,710,710,7570,7570,7570,7570
887,738,732,892,7570,7570,7570,7570
888,798,742,741,7580,7580,7580,7580
889,867,922,922,7580,7580,7580,7580
890,737,731,731,7580,7580,7580,7580
891,917,922,922,7580,7580,7580,7580
892,848,922,922,7580,7580,7580,7580
893,748,742,741,7580,7580,7580,7580
894,937,922,922,7580,7580,7580,7580
895,897,742,741,7580,7580,7580,7580
896,927,922,922,7580,7580,7580,7580
897,848,731,731,7580,7580,7580,7580
898,878,922,922,7580,7580,7580,7580
899,738,742,741,7580,7580,7580,7580
900,738,742,741,7590,7590,7590,7590
901,449,442,442,7590,7590,7590,7590
902,748,742,741,7590,7590,7590,7590
903,897,742,741,7590,7590,7590,7590
904,798,742,741,7590,7590,7590,7590
905,798,742,741,7670,7670,7670,7670
906,808,801,810,7670,7670,7670,7670
907,897,742,741,7670,7670,7670,7670
908,427,421,421,7670,7670,7670,7670
909,419,420,420,7670,7670,7670,7670
910,748,742,741,7670,7670,7670,7670
911,407,400,400,7670,7670,7670,7670
912,887,881,881,7670,7670,7670,7670
913,798,791,810,7670,7670,7670,7670
914,809,802,810,7670,7670,7670,7670
915,917,930,810,7670,7670,7670,7670
916,408,802,810,7670,7670,7670,7670
917,738,742,741,7670,7670,7670,7670
918,937,930,810,7670,7670,7670,7670
919,927,930,810,7670,7670,7670,7670
920,429,432,432,7670,7670,7670,7670
921,759,760,760,7680,7680,7680,7680
922,747,741,740,7680,7680,7680,7680
923,69,60,60,7690,7690,7690,7690
924,738,742,741,7690,7690,7690,7690
925,779,771,771,7690,7690,7690,7690
926,77,60,60,7690,7690,7690,7690
927,728,722,722,7690,7690,7690,7690
928,759,760,760,7690,7690,7690,7690
929,798,742,741,7690,7690,7690,7690
930,478,471,471,7690,7690,7690,7690
931,427,421,421,7690,7690,7690,7690
932,68,60,60,7690,7690,7690,7690
933,67,60,60,7690,7690,7690,7690
934,748,742,741,7690,7690,7690,7690
935,897,742,741,7690,7690,7690,7690
936,798,742,741,7770,7770,7770,7770
937,897,742,741,7770,7770,7770,7770
938,19,21,20,7770,7770,7770,7770
939,738,742,741,7770,7770,7770,7770
940,748,742,741,7770,7770,7770,7770
941,738,742,741,7780,7780,7780,7780
942,738,732,892,7780,7780,7780,7780
943,748,742,741,7780,7780,7780,7780
944,897,742,741,7780,7780,7780,7780
945,798,742,741,7780,7780,7780,7780
946,478,471,471,7790,7790,7790,7790
947,748,742,741,7790,7790,7790,7790
948,68,60,60,7790,7790,7790,7790
949,738,742,741,7790,7790,7790,7790
950,69,60,60,7790,7790,7790,7790
951,798,742,741,7790,7790,7790,7790
952,67,60,60,7790,7790,7790,7790
953,77,60,60,7790,7790,7790,7790
954,417,410,410,7790,7790,7790,7790
955,897,742,741,7790,7790,7790,7790
956,759,760,760,7790,7790,7790,7790
957,857,842,842,7860,7860,7860,7860
958,867,860,860,7870,7870,7870,7870
959,749,860,860,7870,7870,7870,7870
960,858,850,850,7870,7870,7870,7870
961,868,860,860,7870,7870,7870,7870
962,867,860,860,7880,7880,7880,7880
963,857,851,851,7880,7880,7880,7880
964,848,870,870,7880,7880,7880,7880
965,937,870,870,7880,7880,7880,7880
966,868,860,860,7880,7880,7880,7880
967,788,780,780,7880,7880,7880,7880
968,867,851,851,7880,7880,7880,7880
969,749,860,860,7880,7880,7880,7880
970,879,870,870,7880,7880,7880,7880
971,858,850,850,7880,7880,7880,7880
972,787,772,772,7880,7880,7880,7880
973,927,870,870,7880,7880,7880,7880
974,868,860,860,7890,7890,7890,7890
975,867,851,851,7890,7890,7890,7890
976,749,860,860,7890,7890,7890,7890
977,857,851,851,7890,7890,7890,7890
978,798,791,810,7890,7890,7890,7890
979,917,930,810,7890,7890,7890,7890
980,927,930,810,7890,7890,7890,7890
981,809,802,810,7890,7890,7890,7890
982,738,732,892,7890,7890,7890,7890
983,808,801,810,7890,7890,7890,7890
984,867,860,860,7890,7890,7890,7890
985,937,930,810,7890,7890,7890,7890
986,408,802,810,7890,7890,7890,7890
987,828,812,812,7970,7970,7970,7970
988,829,820,820,7980,7980,7980,7980
989,837,821,821,7990,7990,7990,7990
990,847,822,822,8070,8070,8070,8070
991,828,812,812,8080,8080,8080,8080
992,847,830,830,8080,8080,8080,8080
993,848,731,731,8080,8080,8080,8080
994,848,830,830,8080,8080,8080,8080
995,839,832,832,8080,8080,8080,8080
996,838,840,840,8080,8080,8080,8080
997,848,840,840,8080,8080,8080,8080
998,737,731,731,8080,8080,8080,8080
999,848,840,840,8090,8090,8090,8090
1000,828,812,812,8090,8090,8090,8090
1001,879,870,870,8090,8090,8090,8090
1002,937,870,870,8090,8090,8090,8090
1003,848,870,870,8090,8090,8090,8090
1004,838,840,840,8090,8090,8090,8090
1005,927,870,870,8090,8090,8090,8090
1006,838,840,840,8170,8170,8170,8170
1007,878,871,871,8170,8170,8170,8170
1008,769,761,761,8170,8170,8170,8170
1009,897,871,871,8170,8170,8170,8170
1010,848,840,840,8170,8170,8170,8170
1011,887,871,871,8170,8170,8170,8170
1012,828,812,812,8180,8180,8180,8180
1013,838,840,840,8180,8180,8180,8180
1014,839,832,832,8180,8180,8180,8180
1015,848,840,840,8180,8180,8180,8180
1016,829,820,820,8180,8180,8180,8180
1017,408,401,401,8180,8180,8180,8180
1018,838,831,831,8190,8190,8190,8191
1019,838,831,831,8190,8190,8190,8192
1020,839,832,832,8190,8190,8190,8191
1021,839,832,832,8190,8190,8190,8192
1022,839,832,832,8270,8270,8270,8270
1023,879,870,870,8290,8290,8290,8290
1024,927,870,870,8290,8290,8290,8290
1025,897,871,871,8290,8290,8290,8290
1026,887,871,871,8290,8290,8290,8290
1027,718,712,712,8290,8290,8290,8290
1028,848,870,870,8290,8290,8290,8290
1029,937,870,870,8290,8290,8290,8290
1030,839,832,832,8290,8290,8290,8290
1031,878,871,871,8290,8290,8290,8290
1032,897,871,871,8370,8370,8370,8370
1033,927,922,922,8370,8370,8370,8370
1034,867,922,922,8370,8370,8370,8370
1035,868,860,860,8370,8370,8370,8370
1036,937,922,922,8370,8370,8370,8370
1037,848,922,922,8370,8370,8370,8370
1038,878,871,871,8370,8370,8370,8370
1039,749,860,860,8370,8370,8370,8370
1040,878,922,922,8370,8370,8370,8370
1041,887,871,871,8370,8370,8370,8370
1042,867,860,860,8370,8370,8370,8370
1043,917,922,922,8370,8370,8370,8370
1044,848,840,840,8370,8370,8370,8370
1045,838,840,840,8370,8370,8370,8370
1046,848,870,870,8380,8380,8380,8380
1047,887,871,871,8380,8380,8380,8380
1048,927,870,870,8380,8380,8380,8380
1049,897,871,871,8380,8380,8380,8380
1050,878,871,871,8380,8380,8380,8380
1051,937,870,870,8380,8380,8380,8380
1052,879,870,870,8380,8380,8380,8380
1053,848,861,861,8390,8390,8390,8390
1054,867,861,861,8390,8390,8390,8390
1055,878,861,861,8390,8390,8390,8390
1056,857,862,863,8470,8470,8470,8470
1057,857,862,862,8470,8470,8470,8470
1058,778,770,863,8470,8470,8470,8470
1059,798,742,741,8560,8560,8560,8561
1060,798,742,741,8560,8560,8560,8562
1061,798,742,741,8560,8560,8560,8563
1062,798,742,741,8560,8560,8560,8564
1063,897,892,893,8560,8560,8560,8561
1064,897,892,893,8560,8560,8560,8562
1065,897,892,893,8560,8560,8560,8563
1066,897,892,893,8560,8560,8560,8564
1067,807,800,800,8560,8560,8560,8561
1068,807,800,800,8560,8560,8560,8562
1069,807,800,800,8560,8560,8560,8563
1070,807,800,800,8560,8560,8560,8564
1071,737,731,731,8560,8560,8560,8561
1072,737,731,731,8560,8560,8560,8562
1073,737,731,731,8560,8560,8560,8563
1074,737,731,731,8560,8560,8560,8564
1075,738,732,791,8560,8560,8560,8561
1076,738,732,791,8560,8560,8560,8562
1077,738,732,791,8560,8560,8560,8563
1078,738,732,791,8560,8560,8560,8564
1079,917,930,810,8560,8560,8560,8561
1080,917,930,810,8560,8560,8560,8562
1081,917,930,810,8560,8560,8560,8563
1082,917,930,810,8560,8560,8560,8564
1083,848,731,731,8560,8560,8560,8561
1084,848,731,731,8560,8560,8560,8562
1085,848,731,731,8560,8560,8560,8563
1086,848,731,731,8560,8560,8560,8564
1087,408,802,810,8560,8560,8560,8561
1088,408,802,810,8560,8560,8560,8562
1089,408,802,810,8560,8560,8560,8563
1090,408,802,810,8560,8560,8560,8564
1091,738,742,741,8560,8560,8560,8561
1092,738,742,741,8560,8560,8560,8562
1093,738,742,741,8560,8560,8560,8563
1094,738,742,741,8560,8560,8560,8564
1095,927,930,810,8560,8560,8560,8561
1096,927,930,810,8560,8560,8560,8562
1097,927,930,810,8560,8560,8560,8563
1098,927,930,810,8560,8560,8560,8564
1099,808,801,810,8560,8560,8560,8561
1100,808,801,810,8560,8560,8560,8562
1101,808,801,810,8560,8560,8560,8563
1102,808,801,810,8560,8560,8560,8564
1103,937,930,810,8560,8560,8560,8561
1104,937,930,810,8560,8560,8560,8562
1105,937,930,810,8560,8560,8560,8563
1106,937,930,810,8560,8560,8560,8564
1107,119,250,250,8560,8560,8560,8561
1108,119,250,250,8560,8560,8560,8562
1109,119,250,250,8560,8560,8560,8563
1110,119,250,250,8560,8560,8560,8564
1111,798,791,810,8560,8560,8560,8561
1112,798,791,810,8560,8560,8560,8562
1113,798,791,810,8560,8560,8560,8563
1114,798,791,810,8560,8560,8560,8564
1115,748,742,741,8560,8560,8560,8561
1116,748,742,741,8560,8560,8560,8562
1117,748,742,741,8560,8560,8560,8563
1118,748,742,741,8560,8560,8560,8564
1119,798,791,791,8560,8560,8560,8561
1120,798,791,791,8560,8560,8560,8562
1121,798,791,791,8560,8560,8560,8563
1122,798,791,791,8560,8560,8560,8564
1123,759,760,760,8560,8560,8560,8561
1124,759,760,760,8560,8560,8560,8562
1125,759,760,760,8560,8560,8560,8563
1126,759,760,760,8560,8560,8560,8564
1127,897,742,741,8560,8560,8560,8561
1128,897,742,741,8560,8560,8560,8562
1129,897,742,741,8560,8560,8560,8563
1130,897,742,741,8560,8560,8560,8564
1131,809,802,810,8560,8560,8560,8561
1132,809,802,810,8560,8560,8560,8562
1133,809,802,810,8560,8560,8560,8563
1134,809,802,810,8560,8560,8560,8564
1135,937,930,810,8570,8570,8570,8570
1136,927,930,810,8570,8570,8570,8570
1137,808,801,810,8570,8570,8570,8570
1138,927,872,872,8570,8570,8570,8570
1139,809,802,810,8570,8570,8570,8570
1140,869,872,872,8570,8570,8570,8570
1141,917,930,810,8570,8570,8570,8570
1142,408,802,810,8570,8570,8570,8570
1143,798,791,810,8570,8570,8570,8570
1144,809,802,802,8580,8580,8580,8580
1145,808,801,802,8580,8580,8580,8580
1146,408,802,802,8580,8580,8580,8580
1147,809,802,810,8590,8590,8590,8590
1148,738,742,741,8590,8590,8590,8590
1149,808,801,810,8590,8590,8590,8590
1150,669,641,641,8590,8590,8590,8590
1151,419,420,420,8590,8590,8590,8590
1152,798,742,741,8590,8590,8590,8590
1153,937,930,810,8590,8590,8590,8590
1154,897,742,741,8590,8590,8590,8590
1155,748,742,741,8590,8590,8590,8590
1156,408,802,810,8590,8590,8590,8590
1157,798,791,810,8590,8590,8590,8590
1158,917,930,810,8590,8590,8590,8590
1159,927,930,810,8590,8590,8590,8590
1160,917,930,810,8660,8660,8660,8660
1161,778,762,762,8660,8660,8660,8660
1162,809,802,810,8660,8660,8660,8660
1163,778,770,770,8660,8660,8660,8660
1164,718,712,712,8660,8660,8660,8660
1165,408,802,810,8660,8660,8660,8660
1166,927,930,810,8660,8660,8660,8660
1167,798,791,810,8660,8660,8660,8660
1168,777,762,762,8660,8660,8660,8660
1169,808,801,810,8660,8660,8660,8660
1170,937,930,810,8660,8660,8660,8660
1171,669,641,641,8660,8660,8660,8660
1172,749,750,770,8660,8660,8660,8660
1173,809,802,810,8670,8670,8670,8670
1174,749,750,770,8670,8670,8670,8670
1175,917,930,810,8670,8670,8670,8670
1176,778,770,770,8670,8670,8670,8670
1177,408,802,810,8670,8670,8670,8670
1178,798,791,810,8670,8670,8670,8670
1179,937,930,810,8670,8670,8670,8670
1180,808,801,810,8670,8670,8670,8670
1181,927,930,810,8670,8670,8670,8670
1182,408,802,810,8680,8680,8680,8680
1183,917,930,810,8680,8680,8680,8680
1184,798,791,810,8680,8680,8680,8680
1185,937,930,810,8680,8680,8680,8680
1186,669,641,641,8680,8680,8680,8680
1187,629,602,602,8680,8680,8680,8680
1188,628,601,601,8680,8680,8680,8680
1189,637,610,610,8680,8680,8680,8680
1190,619,671,671,8680,8680,8680,8680
1191,809,802,810,8680,8680,8680,8680
1192,808,801,810,8680,8680,8680,8680
1193,927,930,810,8680,8680,8680,8680
1194,857,842,842,8680,8680,8680,8680
1195,917,930,810,8690,8690,8690,8690
1196,669,641,641,8690,8690,8690,8690
1197,408,802,810,8690,8690,8690,8690
1198,927,930,810,8690,8690,8690,8690
1199,809,802,810,8690,8690,8690,8690
1200,798,791,810,8690,8690,8690,8690
1201,937,930,810,8690,8690,8690,8690
1202,808,801,810,8690,8690,8690,8690
1203,168,300,300,8770,8770,8770,8770
1204,757,751,751,8770,8770,8770,8770
1205,759,760,760,8770,8770,8770,8770
1206,749,750,750,8780,8780,8780,8780
1207,739,740,732,8790,8790,8790,8790
1208,738,742,741,8790,8790,8790,8790
1209,758,752,752,8790,8790,8790,8790
1210,897,742,741,8790,8790,8790,8790
1211,748,742,741,8790,8790,8790,8790
1212,759,760,760,8790,8790,8790,8790
1213,759,752,752,8790,8790,8790,8790
1214,798,742,741,8790,8790,8790,8790
1215,889,740,732,8790,8790,8790,8790
1216,759,752,752,8870,8870,8870,8870
1217,197,331,331,8870,8870,8870,8870
1218,759,760,760,8870,8870,8870,8870
1219,758,752,752,8870,8870,8870,8870
1220,738,732,791,8880,8880,8880,8891
1221,228,360,360,8880,8880,8880,8891
1222,759,752,752,8880,8880,8880,8891
1223,798,791,791,8880,8880,8880,8891
1224,797,790,790,8880,8880,8880,8891
1225,759,760,760,8880,8880,8880,8891
1226,779,771,771,8880,8880,8880,8891
1227,758,752,752,8880,8880,8880,8891
1228,789,782,782,8890,8890,8890,8891
1229,788,780,780,8970,8970,8970,8970
1230,787,772,772,8980,8980,8980,8980
1231,798,791,810,8990,8990,8990,8990
1232,917,930,810,8990,8990,8990,8990
1233,809,802,810,8990,8990,8990,8990
1234,408,802,810,8990,8990,8990,8990
1235,738,732,791,8990,8990,8990,8990
1236,937,930,810,8990,8990,8990,8990
1237,927,930,810,8990,8990,8990,8990
1238,808,801,810,8990,8990,8990,8990
1239,787,772,772,8990,8990,8990,8990
1240,798,791,791,8990,8990,8990,8990
1241,789,782,782,9070,9070,9070,9070
1242,779,771,771,9070,9070,9070,9070
1243,718,712,712,9080,9080,9080,9080
1244,798,781,781,9080,9080,9080,9080
1245,927,930,810,9090,9090,9090,9090
1246,748,742,741,9090,9090,9090,9090
1247,798,791,810,9090,9090,9090,9090
1248,738,732,791,9090,9090,9090,9090
1249,738,742,741,9090,9090,9090,9090
1250,798,742,741,9090,9090,9090,9090
1251,408,802,810,9090,9090,9090,9090
1252,798,791,791,9090,9090,9090,9090
1253,808,801,810,9090,9090,9090,9090
1254,18,20,30,9090,9090,9090,9090
1255,897,742,741,9090,9090,9090,9090
1256,749,750,750,9090,9090,9090,9090
1257,917,930,810,9090,9090,9090,9090
1258,917,910,910,9090,9090,9090,9090
1259,789,782,782,9090,9090,9090,9090
1260,878,910,910,9090,9090,9090,9090
1261,937,930,810,9090,9090,9090,9090
1262,937,910,910,9090,9090,9090,9090
1263,927,910,910,9090,9090,9090,9090
1264,809,802,810,9090,9090,9090,9090
1265,887,871,871,9160,9160,9160,9160
1266,877,880,880,9160,9160,9160,9160
1267,878,871,871,9160,9160,9160,9160
1268,897,871,871,9160,9160,9160,9160
1269,878,871,871,9170,9170,9170,9170
1270,897,871,871,9170,9170,9170,9170
1271,887,871,871,9170,9170,9170,9170
1272,749,860,860,9170,9170,9170,9170
1273,867,860,860,9170,9170,9170,9170
1274,868,860,860,9170,9170,9170,9170
1275,709,710,710,9170,9170,9170,9170
1276,887,881,881,9170,9170,9170,9170
1277,887,881,873,9180,9180,9180,9180
1278,887,871,871,9190,9190,9190,9190
1279,897,871,871,9190,9190,9190,9190
1280,878,871,871,9190,9190,9190,9190
1281,887,881,881,9190,9190,9190,9190
1282,769,761,761,9290,9290,9290,9290
1283,937,901,901,9370,9370,9370,9370
1284,937,900,900,9370,9370,9370,9370
1285,917,900,900,9370,9370,9370,9370
1286,917,901,901,9370,9370,9370,9370
1287,927,901,901,9370,9370,9370,9370
1288,927,900,900,9370,9370,9370,9370
1289,927,921,921,9380,9380,9380,9380
1290,917,921,921,9380,9380,9380,9380
1291,937,921,921,9380,9380,9380,9380
1292,927,901,901,9390,9390,9390,9390
1293,917,901,901,9390,9390,9390,9390
1294,937,901,901,9390,9390,9390,9390
1295,878,910,910,9470,9470,9470,9470
1296,878,871,871,9470,9470,9470,9470
1297,887,871,871,9470,9470,9470,9470
1298,917,910,910,9470,9470,9470,9470
1299,937,910,910,9470,9470,9470,9470
1300,927,910,910,9470,9470,9470,9470
1301,897,871,871,9470,9470,9470,9470
1302,848,922,922,9480,9480,9480,9480
1303,897,871,871,9480,9480,9480,9480
1304,937,922,922,9480,9480,9480,9480
1305,878,871,871,9480,9480,9480,9480
1306,838,840,840,9480,9480,9480,9480
1307,887,871,871,9480,9480,9480,9480
1308,867,922,922,9480,9480,9480,9480
1309,917,922,922,9480,9480,9480,9480
1310,927,922,922,9480,9480,9480,9480
1311,848,840,840,9480,9480,9480,9480
1312,478,471,471,9480,9480,9480,9480
1313,878,922,922,9480,9480,9480,9480
1314,917,930,930,9490,9490,9490,9490
1315,927,930,930,9490,9490,9490,9490
1316,28,31,32,9490,9490,9490,9490
1317,708,931,931,9490,9490,9490,9490
1318,917,901,901,9490,9490,9490,9490
1319,937,930,930,9490,9490,9490,9490
1320,937,931,931,9490,9490,9490,9490
1321,917,930,810,9490,9490,9490,9490
1322,798,791,810,9490,9490,9490,9490
1323,18,31,32,9490,9490,9490,9490
1324,937,901,901,9490,9490,9490,9490
1325,937,930,810,9490,9490,9490,9490
1326,408,802,810,9490,9490,9490,9490
1327,927,930,810,9490,9490,9490,9490
1328,927,931,931,9490,9490,9490,9490
1329,478,471,471,9490,9490,9490,9490
1330,927,901,901,9490,9490,9490,9490
1331,917,931,931,9490,9490,9490,9490
1332,808,801,810,9490,9490,9490,9490
1333,809,802,810,9490,9490,9490,9490
1334,937,922,922,9570,9570,9570,9570
1335,848,922,922,9570,9570,9570,9570
1336,878,922,922,9570,9570,9570,9570
1337,708,931,931,9570,9570,9570,9570
1338,927,931,931,9570,9570,9570,9570
1339,408,401,401,9570,9570,9570,9570
1340,917,931,931,9570,9570,9570,9570
1341,917,922,922,9570,9570,9570,9570
1342,937,931,931,9570,9570,9570,9570
1343,927,922,922,9570,9570,9570,9570
1344,867,922,922,9570,9570,9570,9570
1345,707,700,700,9590,9590,9590,9590
1346,937,932,932,9590,9590,9590,9590
1347,927,932,932,9590,9590,9590,9590
1348,937,910,910,9590,9590,9590,9590
1349,917,932,932,9590,9590,9590,9590
1350,917,910,910,9590,9590,9590,9590
1351,878,910,910,9590,9590,9590,9590
1352,927,910,910,9590,9590,9590,9590
1353,NA,940,940,9670,9670,9670,9670
1354,NA,941,941,9680,9680,9680,9680
1355,NA,942,942,9690,9690,9690,9690
1356,NA,950,950,9770,9770,9770,9770
1357,NA,951,951,9780,9780,9780,9780
1358,NA,952,952,9790,9790,9790,9790
1359,NA,960,960,9870,9870,9870,9870
1360,NA,NA,NA,9920,9920,9920,9920
1361,257,382,382,NA,NA,NA,NA
1362,538,522,522,NA,NA,NA,NA
1363,NA,NA,NA,9890,9890,9890,9890
1363,NA,991,991,NA,NA,NA,NA
